author_id,author_language,author_source_id,author_display_name,author_canonical_name,author_agent_kind,author_historicity_status,author_period,author_date_range,author_region,author_cultural_context,author_bio,author_prominence_score,author_prominence_tier,author_confidence,author_notes,author_generator_models,author_generator_run_id,work_count,word_count,representative_titles
tlg1182,grc,tlg1182,Aristeas,Aristeas,person,uncertain,unknown,,,Greek,Aristeas is the name associated with a fragment of epic poetry in Greek. The historical identity is unclear; the name may refer to a known figure or a pseudonym.,5,obscure,low,The fragment is epic in nature but the name Aristeas is ambiguous; it could be a real person or a traditional attribution. Only 75 words survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,75,Fragmenta epica
tlg0305,grc,tlg0305,Aristias,Aristias,person,historical,early 5th century BCE,fl. ca. 480 BCE,Phlius?,Greek,"Aristias was a tragic poet, son of the dramatist Pratinas, and known to have competed in the Athenian dramatic festivals. Only fragments of his plays survive.",8,obscure,medium,Attested in ancient catalogues; fragmentary corpus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,59,Fragmenta
tlg2054,grc,tlg2054,Aristides Quintilianus,Aristides Quintilianus,person,historical,Late Antique,3rd-4th century CE,unknown,Greek,"Aristides Quintilianus is the author of the De musica, a comprehensive treatise on music theory and its ethical and cosmological dimensions.",60,major,high,"Not to be confused with Aristides of Miletus; 'Quintilianus' is likely a cognomen, not related to the Roman rhetorician.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,30839,De musica
tlg1184,grc,tlg1184,Aristides (Apol.),Aristides (Athenian apologist),person,historical,Early Imperial / Patristic,2nd cent. CE,Athens,Greek Christian,"Aristides was a 2nd-century Christian apologist from Athens, author of an 'Apology' addressed to Emperor Hadrian. His work is one of the earliest surviving defenses of Christianity, known in Greek fragments and a Syriac version.",45,major,high,The label '(Apol.)' distinguishes him from the many other Aristides; identification with the apologist is secure.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,3,3565,Fragmenta | Fragmenta (P. Lond. 2486) | Fragmenta (P. Oxy. 15.1778)
tlg2194,grc,tlg2194,Aristides (Hist.),Aristides,person,historical,Hellenistic,2nd–1st cent. BCE,Eastern Mediterranean,Greek,"Aristides (Hist.) is a Hellenistic historian known only from fragments. His exact identity remains uncertain, but he is treated as a distinct person in scholarly catalogues.",15,obscure,low,The epithet '(Hist.)' distinguishes him from other Aristides. His fragments are short and may be confused with other homonymous writers.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,2191,Fragmenta
tlg2216,grc,tlg2216,Aristippus,Aristippus,person,historical,Classical / Hellenistic,c. 4th–3rd cent. BCE,Cyrene,Ancient Greek,"Aristippus was a Greek philosopher from Cyrene, founder of the Cyrenaic school of hedonism; only a few fragments of his writings survive.",40,major,medium,"This entity likely refers to the founder Aristippus the Elder, but fragments may be attributed to his grandson of the same name; attribution is ambiguous.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,123,Fragmenta
tlg2557,grc,tlg2557,Aristobulus (Hist.),Aristobulus,person,historical,Hellenistic,4th–3rd c. BCE,Macedonia/Greece,Greek,Aristobulus (Hist.) was a historian who accompanied Alexander the Great on his campaigns and wrote an influential history of Alexander. Only fragments survive.,40,specialist,high,The 'Hist.' disambiguation separates this historian from other figures named Aristobulus. His work was used by later Alexander historians like Arrian.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,159,Fragmenta
tlg1186,grc,tlg1186,Aristobulus (Judaeus Phil.),Aristobulus,person,historical,Hellenistic,2nd century BCE,Alexandria,Jewish Hellenistic philosophy,"Aristobulus was a Hellenistic Jewish philosopher of the 2nd century BCE, often considered a precursor to Philo. He wrote exegetical fragments combining Jewish scripture with Greek philosophy.",45,specialist,medium,Source label includes 'Judaeus Phil.' to distinguish from other Aristobuli; known only through fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,2272,Fragmenta
tlg0571,grc,tlg0571,Aristocles (Paradox.),Aristocles Paradoxographus,person,historical,Hellenistic or Imperial,2nd century BCE–2nd century CE,Mediterranean,"Greek, paradoxography","Aristocles is known as a writer of paradoxography, a genre collecting marvels and wonders. Only fragments of his work survive, and little is known about his life.",15,specialist,low,The label 'Paradox.' indicates his genre. This Aristocles is distinct from other figures of the same name; the attribution of the fragments is uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,824,Fragmenta | Fragmentum
tlg1188,grc,tlg1188,Aristocles (Phil.),Aristocles,person,historical,Imperial (early Roman),1st–2nd cent. CE,Alexandria / Rome,Greek,Aristocles (Phil.) is a Greek philosopher known from fragments. The designation '(Phil.)' distinguishes him from other Aristides; he likely wrote on ethics and epistemology.,25,specialist,medium,The fragments are preserved primarily in later doxographers. The identification as a distinct philosopher is conventional but not entirely secure.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,9061,Fragmenta
tlg1189,grc,tlg1189,Aristocrates,Aristocrates,person,historical,Classical?,c. 5th–4th c. BCE?,Unknown,"Greek author of uncertain identity, possibly an orator or historian.","Aristocrates is a shadowy Greek writer known only by name and a few fragments, perhaps a logographer or minor historian.",8,obscure,medium,239 words; no secure biographical details.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,239,Fragmenta
tlg2455,grc,tlg2455,Aristocreon,Aristocreon,person,historical,Hellenistic,3rd century BCE,unknown,Stoic school,"Aristocreon was a Hellenistic Stoic philosopher, likely of the 3rd century BCE, known only from fragmentary references. He may have been a student of Chrysippus and is cited by later authors for dialectical arguments.",8,obscure,medium,Survives only in fragments; attestation is indirect via later doxographers. TLG identifier tlg2455.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,117,Fragmenta
tlg2341,grc,tlg2341,Aristocritus,Aristocritus,person,uncertain,Hellenistic?,,,Greek,"Aristocritus is a poorly known Greek author, surviving only through a single fragment. Neither his literary genre nor his exact period can be reliably determined.",5,obscure,low,No additional information beyond the fragment; uncertain identification.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,645,Fragmenta
tlg1875,grc,tlg1875,Aristodemus (Hist. et Myth.),Aristodemus Historicus et Mythographus,person,historical,Hellenistic or Imperial,1st century BCE - 1st century CE,Unknown,Greek historiography and mythography,Obscure author of historical and mythological fragments. The double label indicates that his surviving fragments blend both genres.,8,obscure,low,Very fragmentary; identity uncertain. The label '(Hist. et Myth.)' suggests the compiler's difficulty in categorizing him.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,1263,Fragmenta
tlg2148,grc,tlg2148,Aristodemus (Hist.),Aristodemus (historian),person,uncertain,Hellenistic / Imperial (uncertain),3rd century BCE - 2nd century CE?,Egypt? (P. Oxy. context),Greek historiography / epichoric history,"A little-known historian, possibly from Alexandria or Thebes, quoted in later sources. One fragment comes from a papyrus (P. Oxy. 27.2469), suggesting a lost work on local or mythological history.",5,obscure,low,"Two fragments exist, one from a papyrus. The (Hist.) distinguishes this figure from other known Aristodemoi.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,3331,Fragmenta | Fragmentum (P. Oxy. 27.2469)
tlg1191,grc,tlg1191,Aristombrotus,Aristombrotus,person,uncertain,Uncertain,unknown,unknown,Greek (unspecified),An obscure figure known only from a single fragment; otherwise unattested in historical sources.,5,obscure,low,Name appears only in fragmentary attribution; no biographical data.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,125,Fragmentum
tlg0419,grc,tlg0419,Aristomenes,Aristomenes,person,historical,Classical,3rd century BCE,Greece,Greek comedy,"Aristomenes was an Athenian comic poet of the 3rd century BCE, belonging to the tradition of Middle or New Comedy. Only fragments of his work survive, preserving titles that suggest mythological burlesque and everyday domestic themes.",10,obscure,low,The name is standard but the corpus is very fragmentary.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,3,156,Fragmenta | Tituli
tlg1192,grc,tlg1192,Ariston Ceus,Ariston of Ceos,person,historical,Hellenistic,3rd–2nd century BCE,Ceos (Cyclades),Greek,"Ariston of Ceos was a Greek Peripatetic philosopher, successor of Lyco as head of the Lyceum. He wrote on ethics and philosophy, but only fragments survive. He is an important figure for the Peripatetic school.",30,specialist,high,"The name 'Ariston Ceus' clearly indicates Ariston of Ceos, a known historical philosopher. The fragments are authenticated.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,3350,Fragmenta
tlg2587,grc,tlg2587,Ariston Cous,Ariston Cous,person,historical,3rd cent. BCE,c. 300–250 BCE?,Cos,Peripatetic philosophy,Ariston of Cos was a Peripatetic philosopher known only from rhetorical fragments that likely stem from a commentary or treatise on rhetoric.,15,specialist,low,Only a single fragmentary work survives; the historical figure is barely attested beyond this corpus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,145,Fragmenta rhetorica
tlg1992,grc,tlg1992,Ariston (Apol.),Ariston (Apol.),person,historical,Hellenistic,,,Greek,"Ariston (Apol.) is a fragmentarily preserved Greek author known only through a single surviving fragment. The parenthetical '(Apol.)' likely indicates an Apollonian or Apollodoran association, but the exact identification remains uncertain. His work is cited in later sources, suggesting possible activity in the Hellenistic period.",5,obscure,medium,"The source label 'tlg1992' refers to a fragment attributed to an Ariston, possibly a commentator or historian. The '(Apol.)' disambiguation is conventional in the TLG corpus to distinguish this figure from other authors named Ariston.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,217,Fragmentum
tlg1193,grc,tlg1193,Ariston (Phil.),Ariston,person,historical,Hellenistic,3rd century BCE,Chios or Ceos,Stoic philosophy,"Ariston of Chios (or Ceos) was a Stoic philosopher of the 3rd century BCE, a pupil of Zeno who emphasized ethical theory and rejected dialectics and physics. His works survive only in fragments and testimonia, and he was known for his wit and sharp criticism of conventional Stoic doctrines.",40,major,high,"The label 'Phil.' indicates philosophical work. Using the TLG citation, the author is distinct from other figures named Ariston. Historically attested as a Stoic philosopher.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,5041,Testimonia et fragmenta | Fragmenta
tlg1194,grc,tlg1194,Aristonicus (Gramm.),Aristonicus,person,historical,Hellenistic,c. 1st century BCE – 1st century CE,Alexandria / Rome,Greek grammarian and critic,"Aristonicus was a Greek grammarian active in the late Hellenistic and early Imperial periods, known for his commentaries on Homer and for his work on the critical signs of the Alexandrian editors.",30,specialist,medium,Known only through fragments and later testimonia; the epithet 'Gramm.' indicates his profession as a grammarian.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,4,131237,De signis Iliadis | De signis Odysseae | Testimonia | Fragmentum
tlg1899,grc,tlg1899,Aristonicus (Hist.),Aristonicus,person,uncertain,,,,Greek,"Aristonicus, noted as a historian (Hist.), is known only from a single fragment; his identity and historical context are unknown.",1,obscure,low,Label (Hist.) distinguishes him from other Aristonicus figures; only 146 words survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,146,Fragmenta
tlg0204,grc,tlg0204,Aristonous,Aristonous (Poeta),person,historical,3rd-2nd century BCE,ca. 300-200 BCE,Corinth or Athens,Hellenistic poetry,"Aristonous was a Hellenistic poet, known for a paean to Apollo and a hymn to Hestia, preserved on stone inscriptions. He may have been active at Delphi or in Athens.",18,specialist,medium,Only the two hymns survive; the attribution to a single author is secure from the inscriptions themselves.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,246,Paean in Apollinem | Hymnus in Vestam
tlg0420,grc,tlg0420,Aristonymus,Aristonymus,person,historical,,,,,"A Greek author of uncertain identity, possibly a comic poet or philosopher, known only from a few fragments.",10,obscure,low,Very little is known about Aristonymus; the fragments are brief and attribution may be uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,58,Fragmenta
tlg0019,grc,urn:cts:greekLit:tlg0019,Aristophanes (Comic.),Aristophanes,person,historical,Classical,ca. 446–386 BCE,Athens,Ancient Greek,Aristophanes is the most famous Athenian comic playwright of the Old Comedy tradition. His surviving plays are unparalleled sources for political and social satire of late 5th- and early 4th-century Athens.,100,canonical,high,Major canonical author; the parenthetical '(Comic.)' disambiguates from other persons named Aristophanes.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,18,118074,Aves | Vespae | Nubes | Ranae | Equites | Plutus | Lysistrata | Pax
tlg0644,grc,tlg0644,Aristophanes (Gramm.),Aristophanes Byzantius,person,historical,Hellenistic,ca. 257–185 BCE,Byzantium / Alexandria,Hellenistic Greek scholarship,"A leading Alexandrian scholar and grammarian, pupil of Zenodotus and head of the Library of Alexandria. He innovated in lexicography, literary criticism, and textual criticism; his works survive only in fragments, but his influence on later scholarship is immense.",85,canonical,high,Well-attested historical figure; the disambiguator 'Gramm.' distinguishes him from the comic poet.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,11,48342,Aristophanis historiae animalium epitome subjunctis Aeliani Timothei aliorumque eclogis | Fragmenta | Nomina aetatum (fragmenta) | Argumenta fabularum Aristophani tributa (fragmenta) | Ceteri Aristophanis libri (fragmenta) | Paroemiae (fragmenta) | Commentaria in Callimachi pinaces (fragmenta) | Nomina aetatum (fragmentum Parisinum)
tlg1196,grc,tlg1196,Aristophanes (Hist.),Aristophanes Byzantius,person,historical,Hellenistic,3rd-2nd century BCE,Alexandria,Alexandrian scholarship,"A leading Alexandrian scholar and lexicographer, pupil of Callimachus and Zenodotus, instrumental in the study of Greek literature and textual criticism.",70,major,high,Well-attested historical figure; note the parenthetical (Hist.) distinguishes from the playwright Aristophanes.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,322,Fragmenta | Fragmentum (P. Oxy. 27.2463)
tlg0421,grc,tlg0421,Aristophon,Aristophon,person,historical,Classical,5th-4th century BCE,Athens,Greek comedy (Middle Comedy),"Athenian comic poet of Middle Comedy, known only from fragments.",20,specialist,medium,Survives only in fragments; limited biographical data.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,892,Fragmenta
tlg0086,grc,urn:cts:greekLit:tlg0086,Aristotle,Aristotle of Stagira,person,historical,Classical,384–322 BCE,"Stagira, Athens",Ancient Greek,"Aristotle was a foundational figure in Western philosophy, a student of Plato and tutor of Alexander the Great. His works span logic, metaphysics, ethics, politics, natural sciences, and poetics.",100,canonical,high,"This entry covers the entire Aristotelian corpus transmitted in Greek, including genuine works, fragments, and spuria. Aristotle's influence on subsequent thought is immeasurable.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,55,1104175,Historia animalium | Fragmenta varia | Metaphysica | Problemata | Politica | Analytica priora et posteriora | Ethica Nicomachea | Physica
tlg0241,grc,tlg0241,Aristoxenus (Comic.),Aristoxenus Comicus,person,historical,classical,4th c. BCE?,unknown,Ancient Greek,"An obscure Greek comic poet known from a single fragment. Possibly active in the 4th century BCE, but virtually nothing is known of his life or work.",2,obscure,low,The designation (Comic.) distinguishes this Aristoxenus from the Peripatetic philosopher and music theorist Aristoxenus. The single surviving fragment is minimal.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,8,Fragmentum
tlg0088,grc,tlg0088,Aristoxenus (Mus.),Aristoxenus of Tarentum,person,historical,Hellenistic,c. 375–after 320 BCE,Tarentum (Magna Graecia) and Athens,Peripatetic school / Greek music theory,"Aristoxenus of Tarentum, a Peripatetic philosopher and music theorist, wrote foundational works on harmony and rhythm. His *Elementa harmonica* is the earliest surviving systematic treatise on Greek music theory.",68,canonical,high,Well-attested historically; the disambiguating label '(Mus.)' distinguishes him from other Aristoxeni.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,6,28325,Elementa harmonica | Fragmenta | Elementa rhythmica (lib. 2) | Fragmentum (P. Oxy. 1.9) | Fragmenta Parisina (e cod. bibl. imp. Par. 3027) | Elementa rhythmica (lib. 1)
tlg0529,grc,tlg0529,Arius Didymus,Arius Didymus,person,historical,Hellenistic / Roman,1st century BCE,Alexandria,Stoic philosophy; doxography,"Greek Stoic philosopher and doxographer from Alexandria, known for a summary of philosophical schools preserved in Stobaeus.",28,common,medium,Known primarily through Stobaean epitome; historicity is secure but biographical details are limited.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,29591,Liber de philosophorum sectis (epitome ap. Stobaeum) | Physica (fragmenta)
tlg0360,grc,tlg0360,Armenidas,Armenidas,person,historical,Classical,5th century BCE,Unknown (possibly Athens),Greek,"Armenidas was a shadowy Greek historian or mythographer, known only from fragmentary quotations.",8,obscure,low,Source label ambiguous; may be a lost local historian.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,178,Fragmenta
tlg0074,grc,urn:cts:greekLit:tlg0074,Arrian,Arrianus Nicomediensis,person,historical,2nd cent. CE,c. 86 – c. 160 CE,Nicomedia / Athens / Rome,Greek historiography / Stoicism,"Arrian of Nicomedia was a historian, philosopher, and Roman senator, best known for his Anabasis of Alexander, a major source on Alexander the Great, and for his Discourses of Epictetus.",80,canonical,high,"Well-documented historical figure; extensive surviving corpus including history, philosophy, and military treatises.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,18,146613,"Alexandri anabasis | Historia Indica | Fragmenta | Tactica | Cynegeticus | Historia successorum Alexandri (fragmenta ap. Photium, Bibl. cod. 92) | Bithynicorum fragmenta | Periplus ponti Euxini"
tlg2650,grc,tlg2650,Arrianus,Arrianus,person,historical,Imperial,2nd c. CE,Unknown,Greek,"Arrianus is a Greek author of uncertain identity, distinct from the historian Arrian of Nicomedia, known only from a fragment and titles quoted by later sources.",20,specialist,low,Likely a distinct figure from the famous Arrian; fragments suggest a grammarian or rhetorician.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,25,Fragmentum et tituli
tlg9018,grc,tlg9018,Arsenius,Arsenius,person,historical,Byzantine,12th–13th century CE,Byzantine Empire,Byzantine Greek monastic and literary tradition,"Arsenius (fl. 12th–13th cent.) was a Byzantine monk and author of the Apophthegmata, a collection of sayings of the Desert Fathers. His work is a key source for monastic spirituality.",20,specialist,medium,The author is known from the manuscript tradition; association with the monk Arsenius is well-established.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,23013,Apophthegmata
tlg0045,grc,tlg0045,Artaxerxis Epistulae,Artaxerxis Epistulae,work_title,not_applicable,Achaemenid,5th-4th century BCE,Persian Empire,Greek epistolography,"A collection of letters attributed to Artaxerxes, but likely a later Greek composition; the heading refers to the textual corpus itself.",10,obscure,medium,This is a corpus title occupying the author slot; authenticity disputed.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,652,Epistulae
tlg2651,grc,tlg2651,Artemidorus (Eleg.),Artemidorus (Elegiae),person,uncertain,Hellenistic,unknown,unknown,Greek elegy,Artemidorus (Eleg.) is an obscure Hellenistic elegist known only from a few fragmentary lines; identity and date are uncertain.,1,obscure,low,Only 4 words survive; author label may conflate with other figures named Artemidorus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,4,Tituli
tlg0553,grc,tlg0553,Artemidorus (Onir.),Artemidorus (Onirocriticus),person,historical,Imperial,2nd century CE,Ephesus,Greek dream interpretation,"Author of the *Oneirocritica*, the most comprehensive surviving work on dream interpretation from antiquity.",70,canonical,high,"Well-attested figure; the epithet 'Onir.' refers to his oneirocritical work, which survives intact.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,66086,Onirocriticon
tlg2392,grc,tlg2392,Artemon Pergamenus,Artemon of Pergamon,person,historical,Hellenistic or Imperial,uncertain,Pergamon,Greek scholarship,"Artemon of Pergamon was a Greek grammarian or historian, possibly active in the 1st century BCE or CE. Fragments suggest work on local history or lexicography, but his identity remains shadowy.",8,obscure,medium,"The epithet 'Pergamenus' links him to Pergamon; however, his corpus is too small for confident appraisal.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,499,Fragmenta
tlg1197,grc,tlg1197,Artemon (Gramm.),Artemon Grammaticus,person,historical,Hellenistic,3rd-2nd century BCE,Unknown,Greek,"Artemon Grammaticus was a Hellenistic grammarian or scholar, surviving only in fragments.",18,obscure,low,The epithet 'Gramm.' indicates a grammarian; multiple Hellenistic scholars named Artemon exist.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,611,Fragmenta
tlg2307,grc,tlg2307,Artemon (Hist.),Artemon,person,historical,Hellenistic,2nd–1st century BCE,Uncertain (Greek world),Greek,"Greek historian of uncertain date, possibly active in the late Hellenistic period. Fragments preserved by later compilers.",30,specialist,medium,"The label '(Hist.)' identifies this as the historian Artemon, distinct from the shadow of the same name. Transmission is fragmentary and indirect.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,75,Fragmenta
tlg1199,grc,tlg1199,Asclepiades Myrleanus,Asclepiades of Myrlea,person,historical,Hellenistic,2nd–1st century BCE,Myrlea (Bithynia),Hellenistic scholarship and grammar,"A Greek grammarian and literary critic, known for his work on Homer and perhaps on the poets of Alexandria. His fragments survive in later scholia and lexica.",15,specialist,medium,"Historical person attested in ancient sources, though his works are largely lost.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,750,Fragmenta
tlg0137,grc,tlg0137,Asclepiades (Epigr.),Asclepiades (Epigrammatist),person,historical,Hellenistic,3rd century BCE,Samos or Alexandria,Greek Hellenistic poetry,"Asclepiades of Samos (fl. c. 270 BCE) was a Hellenistic epigrammatist active in Alexandria, known for erotic and sympotic poems that influenced later Greek and Roman love elegy.",70,major,high,"The identifier '(Epigr.)' indicates the distinction from other authors named Asclepiades (e.g., the physician). His corpus consists largely of epigrams from the Greek Anthology.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,1545,Epigrammata | Fragmenta
tlg2423,grc,tlg2423,Asclepiades (Gramm. et Hist.),Asclepiades Grammaticus et Historicus,person,historical,Hellenistic,c. 2nd–1st century BCE,Eastern Mediterranean,Greek,"Asclepiades (Gramm. et Hist.) was a Hellenistic Greek grammarian and historian known only through fragments. His works, which survive in meager quotations, likely encompassed literary criticism and historical commentary, reflecting the scholarly traditions of the Alexandrian and Pergamene schools.",5,obscure,low,The label 'Gramm. et Hist.' is a modern disambiguation added by the Thesaurus Linguae Graecae (TLG) to distinguish this figure from other authors named Asclepiades; the assignment of genre and historical identity is uncertain due to fragmentary evidence.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,26,Fragmentum
tlg1200,grc,tlg1200,Asclepiades (Myth.),Asclepiades,person,historical,4th–3rd c. BCE?,c. 350–250 BCE?,unknown (Greek world),Greek,"Asclepiades the mythographer wrote a work on tragic myths, possibly used as source for later mythographers; only fragments remain.",20,specialist,medium,Labeled 'Myth.' to distinguish from other Asclepiades; identity and precise date uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,2092,Fragmenta
tlg0556,grc,urn:cts:greekLit:tlg0556,Asclepiodotus,Asclepiodotus,person,historical,Hellenistic,1st century BCE,Greece / Macedonia,Hellenistic military theory,"Asclepiodotus was a Greek military writer, author of a surviving manual on tactics (Tactica). His work is a key source for Hellenistic military science.",30,specialist,high,Well-attested author with a surviving work; standard identification in military history.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,6798,Tactica
tlg4018,grc,tlg4018,Asclepius,Asclepius Trallianus,person,historical,late antique / byzantine (6th century CE),c. 500–570 CE,"Tralles (modern Aydın, Turkey)",Neoplatonic and Aristotelian commentary tradition,"Asclepius of Tralles was a 6th-century Neoplatonic philosopher and commentator on Aristotle and Nicomachus. His works, including commentaries on the Metaphysics and the Introduction to Arithmetic, reflect the Alexandrian school of philosophy.",35,specialist,high,Attested as a historical commentator; his works survive in substantial medieval manuscripts. The corpus is well-defined and of moderate scale.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,212954,In Aristotelis metaphysicorum libros A-Z commentaria | Commentaria in Nicomachi Geraseni Pythagorei introductionem arithmeticam
tlg0242,grc,tlg0242,Asius,Asius,person,legendary,Archaic,c. 7th–6th century BCE,Greece (possibly Samos),Greek epic and elegiac tradition,"Semi-legendary early Greek poet, known from a few surviving fragments of epic and elegiac verse; little certain biographical information survives.",20,specialist,low,Attribution rests on a small body of fragments; identity and dates are uncertain. The name may refer to a single poet or be a conflation of multiple figures.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,106,Fragmenta epica | Fragmentum elegiacum
tlg2609,grc,tlg2609,Asopodorus,Asopodorus,person,uncertain,Hellenistic?,unknown,unknown,Greek epigraphy,Asopodorus is known only from a few inscribed titles; nothing else is known about this figure.,2,obscure,low,"Only 6 words survive, making the identity and historicity of Asopodorus highly uncertain.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,6,Tituli
tlg0615,grc,tlg0615,Aspasius,Aspasius,person,historical,Imperial (Roman),2nd century CE,Greece (possibly Athens or Rome),Ancient Greek Peripatetic philosopher and commentator,"Aspasius was a Peripatetic philosopher of the 2nd century CE, best known for his commentary on Aristotle's Nicomachean Ethics.",65,major,high,Well-attested historical figure; his commentary survives.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,71912,In ethica Nichomachea commentaria
tlg1201,grc,tlg1201,Assumptio Mosis,Assumptio Mosis,work_title,not_applicable,Hellenistic,1st c. BCE – 1st c. CE,Alexandria (probable),Jewish Hellenistic,"The Assumption of Moses is a Jewish pseudepigraphon originally written in Greek or Hebrew, now known from fragments. It recounts the death of Moses and associated eschatological prophecies, reflecting Hellenistic Jewish apocalyptic traditions.",35,specialist,medium,The title occupies the author slot as a conventional cataloging label; the original author is unknown.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,1,411,Fragmenta
tlg2060,grc,tlg2060,Asterius (Scr. Eccl.),Asterius,person,historical,Late Antique,4th cent. CE,Asia Minor,"Christian homiletics, Cappadocian Fathers era","Asterius was a Greek ecclesiastical writer and preacher, possibly of the 4th century, author of homilies on moral and exegetical themes.",55,common,medium,The parenthetical '(Scr. Eccl.)' clarifies his role; some homilies survive via Symeon Metaphrastes; identity debated.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,43960,Homiliae 1-14 | Homilia 9 (ex Symeone Metaphraste)
tlg2061,grc,tlg2061,Asterius (Sophista Scr. Eccl.),Asterius Sophista,person,historical,Late Antiquity,c. 300–341 CE,Antioch / Cappadocia,Christian / Arian,"Asterius the Sophist was an Arian Christian theologian and orator of the early 4th century. He composed commentaries on the Psalms, preserved in part through homilies and catena fragments, and was a key figure in the Arian controversy.",40,specialist,high,Well-attested historical figure; the label 'Scr. Eccl.' identifies him as an ecclesiastical writer. The homilies and fragments are securely attributed.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,66684,Commentarii in Psalmos (homiliae 31) | Fragmenta in Psalmos (in catenis)
tlg2642,grc,tlg2642,Astrampsychus Magus,Astrampsychus,person,legendary,Late Antiquity (legendary attribution),c. 1st – 4th century CE (traditional date),Egypt (possibly Alexandria),Magical and oracular tradition,Astrampsychus is a legendary figure associated with a collection of oracles and sortes (lot oracles) used in Greco-Roman Egypt for divination.,25,specialist,medium,The epithet 'Magus' indicates his traditional association with magic; historicity uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-030407,2,13274,Oracula | Sortes
