author_id,author_language,author_source_id,author_display_name,author_canonical_name,author_agent_kind,author_historicity_status,author_period,author_date_range,author_region,author_cultural_context,author_bio,author_prominence_score,author_prominence_tier,author_confidence,author_notes,author_generator_models,author_generator_run_id,work_count,word_count,representative_titles
phi0815,lat,phi0815,Bruttedius Niger,Bruttedius Niger,person,historical,Roman Empire,1st century CE,Rome,Roman historiography,Bruttedius Niger was a Roman historian whose historical work survives only in fragments.,10,obscure,low,Very fragmentary; known only from a few citations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,134,historiae
phi0821,lat,phi0821,Bucolica Einsidlensia,Bucolica Einsidlensia,work_title,not_applicable,1st century CE,c. 50–100 CE,Rome,Roman,Two anonymous Latin bucolic poems discovered in a manuscript from Einsiedeln. They imitate Vergil's Eclogues and reflect early Imperial classicism.,20,specialist,medium,The name is a modern editorial designation based on provenance.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,697,Bucolica Einsidlensia
phi0106,lat,phi0106,Caecilius Metellus,Caecilius Metellus,person,historical,3rd c. BCE,fl. c. 240–220 BCE,Rome,Roman,"A Roman noble, perhaps the Caecilius Metellus who was consul in 251 BCE, known for a single verse insult against the poet Naevius. The fragment is one of the earliest examples of Roman literary polemic.",5,obscure,low,Identity uncertain; the fragment is cited by later grammarians without clear context.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,7,versus in Naevium
phi0109,lat,phi0109,Q. Caecilius Metellus Macedonicus,Quintus Caecilius Metellus Macedonicus,person,historical,late republican,c. 210–115 BCE,Roman Republic,Latin oratory and politics,"Quintus Caecilius Metellus Macedonicus was a Roman statesman, general, and orator. He served as consul in 143 BCE and was known for his military campaigns in Macedonia. A fragment of a speech (oratio) survives.",30,major,high,Well-attested historical figure; dates are well-established.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,89,oratio
phi0582,lat,phi0582,Q. Caecilius Metellus Numidicus,Quintus Caecilius Metellus Numidicus,person,historical,Late Republic,c. 150–90 BCE,Rome,Roman,"Roman general and statesman, victor in the Jugurthine War. Known as an orator, with fragments of his speeches preserved.",35,specialist,high,Fragments of his speeches survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,160,orationes
phi0013,lat,phi0013,Caecilius Statius,Caecilius Statius,person,historical,Republican (2nd century BCE),ca. 220–168 BCE,Rome (born in Gaul?),Roman Republic,"Roman comic poet, a major figure of the palliata tradition; fragments of his plays are preserved.",70,major,high,Considered by some ancient critics as the greatest comic playwright after Plautus and Terence.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,1970,palliatae
phi0442,lat,phi0442,A. Caecina,"Caecina, Aulus",person,historical,1st century BCE,unknown – 43 BCE?,Italy,Roman Republic,"A Roman Etruscan nobleman and writer, possibly of historical or antiquarian works, known only from a fragment.",15,obscure,low,Single fragment of 51 words; identity uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,51,fragmentum
phi2003,lat,phi2003,Caelius Apicius,"Apicius, Caelius",person,traditional,1st century CE,fl. c. 100 CE,Rome,Roman,"Name associated with the sole surviving Roman cookbook, 'De Re Coquinaria'. The work is a compilation from various sources, possibly not by a single author.",65,major,medium,The attribution is traditional and may be pseudonymous; the text is a composite.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,3,17383,"De Re Coquinaria | Brevis Ciborum, excerpta | Brevis Pimentorum, excerpta"
phi2305,lat,phi2305,Caelius Aurelianus,Caelius Aurelianus,person,historical,5th century CE,c. 400–450 CE,North Africa (likely),Late Roman,"Roman medical writer, translator of the Greek physician Soranus, known for his works on acute and chronic diseases.",25,specialist,high,Historical author; his medical compilations are partly extant.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,41,E Parmenide de natura
phi0444,lat,phi0444,M. Caelius Rufus,"Caelius Rufus, Marcus",person,historical,Late Republican,82–48 BCE,Rome,Roman,"Marcus Caelius Rufus was a Roman orator and politician, a correspondent of Cicero, and known for his turbulent career and speeches. Only fragments of his orations survive.",28,major,high,Known through Cicero's letters and legal sources.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,169,orationes
phi0827,lat,phi0827,Caesellius Vindex,"Caesellius Vindex, L.",person,historical,2nd century CE (?),unknown,Rome,Roman Empire,Caesellius Vindex was a Roman grammarian; only fragments of his grammatical works survive.,10,obscure,low,Fragments cited by later grammarians.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,125,"grammatica, fragmenta"
phi0812,lat,phi0812,C. Caesius Bassus,"Caesius Bassus, Gaius",person,historical,1st century CE,unknown – 79 CE?,Italy,Roman Imperial,"A Roman grammarian and poet, author of metrical treatises and possibly lyric verse. His works on meters influenced later Latin grammarians.",40,common,medium,Fragments only; some works attributed to him are of uncertain authorship.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,7,6053,"De Compositionibus sp. | De Metris, fragmenta | Breviatio Pedum sp. | De Metris Horatii sp. | carmen | Genera Versuum sp. | Poeticae Species Lat. sp."
phi1023,lat,phi1023,Caleni uxor Sulpicia,Sulpicia (Caleni uxor),person,historical,1st c. BCE,fl. c. 40 BCE,Rome,Roman,"Sulpicia, the wife of Calenus, is a rare instance of a female Roman poet. Two works are attributed: a political poem (De Statu Rei Publicae, of uncertain authenticity) and a personal carmen. She is known from references in the literary tradition.",15,specialist,low,"The attribution is based on ancient citations, but some scholars doubt the authenticity of the political work. 'Caleni uxor' is a descriptive heading.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,475,De Statu Rei Publicae sp. | carmen
phi0454,lat,phi0454,M. Calidius,Marcus Calidius,person,historical,Late Republic,1st c. BCE,Rome,Roman,Roman orator mentioned by Cicero as a distinguished speaker. Only fragments of his speeches survive.,20,obscure,medium,Fragments preserved by Cicero and others.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,31,oratio
phi1100,lat,phi1100,Calpurnius Flaccus,Calpurnius Flaccus,person,historical,Early Imperial (Antonine?),2nd century CE,Roman Empire,Roman,Latin declaimer whose excerpted declamations survive from the rhetorical schools.,20,specialist,medium,Survives only in excerpt; identity and dates uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,7139,"Declamationes, excerpta"
phi0455,lat,phi0455,C. Calpurnius Piso,"Calpurnius Piso, Gaius",person,historical,1st century BCE,fl. ca. 60–50 BCE,Rome,Roman oratory (oratio),"Gaius Calpurnius Piso was a Roman senator and orator of the late Republic, known for an oratio preserved only in fragments. He served as consul in 58 BCE and was a prominent figure in the political struggles of the period.",30,major,high,Fragmentary oration; historical context well-attested.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,92,oratio
phi0016,lat,phi0016,L. Calpurnius Piso Censorinus Frugi,Lucius Calpurnius Piso Censorinus Frugi,person,historical,Late Republic,c. 148–c. 110 BCE,Rome,Roman,"L. Calpurnius Piso Censorinus Frugi was a Roman annalist and censor, author of a lost historical work (Annales) covering Roman history from early times to his own day. Fragments are preserved in later grammarians and historians.",30,common,high,Historical figure; his Annales survive only in fragments cited by later authors.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,228,Annales
phi0830,lat,phi0830,T. Calpurnius Siculus,"Calpurnius Siculus, Titus",person,historical,1st century CE,50 CE – 100 CE?,Sicily?,Roman Imperial (Neronian),"A Latin bucolic poet, author of seven Eclogae, imitating Virgil and Theocritus, and possibly associated with the court of Nero. His identity remains debated.",50,major,medium,Attribution to 'Calpurnius Siculus' is traditional but not secure; dating is contested.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,5560,Eclogae
phi0458,lat,phi0458,P. Cannutius,"Cannutius, P.",person,historical,1st century BCE,fl. c. 70 BCE,Rome,Roman,Roman orator mentioned by Cicero; only a single fragment of a speech survives.,5,obscure,low,Known only from a quotation in Cicero's Brutus.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,23,oratio
phi9999,lat,phi9999,Canon,Canon,work_title,not_applicable,Various,Uncertain,Unknown,Latin legal or literary tradition,"Canon is a title of a compilation or collection, likely of legal or scriptural content, occupying the author slot in the corpus.",20,specialist,low,Ambiguous label; may refer to a collection of texts rather than an individual author.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,23412,
phi0149,lat,phi0149,Carmen Arvale,Carmen Arvale,work_title,not_applicable,Republican (possibly archaic),uncertain (2nd century CE inscription?),Rome,Roman Republic / Imperial,"An ancient hymn preserved in inscriptions of the Arval Brethren, representing one of the oldest known Latin religious texts.",50,common,medium,"The Carmen Arvale is a textual artifact, not an author. It is assigned here as a work-title occupying the author field.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,85,Carmen Arvale
phi0706,lat,phi0706,Carmen de Bello Aegyptiaco,Carmen de Bello Aegyptiaco,work_title,not_applicable,Imperial,1st century AD (?),Uncertain,Roman,"A Latin poem on the Alexandrian War, possibly written in the 1st century AD, surviving in fragments.",20,specialist,medium,The work is a fragmentary poem; author unknown.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,2950,Carmen de Bello Aegyptiaco
phi0306,lat,phi0306,Carmen Devotionis,Carmen Devotionis,work_title,not_applicable,2nd century BCE?,unknown,Italy,Roman Republic,"A short Latin ritual prayer or carmen for ritual devotion (devotio), preserved as a textual artifact.",20,obscure,medium,Anonymous ritual text; date and context are uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,154,Carmen Devotionis
phi0309,lat,phi0309,Carmen Evocationis,Carmen Evocationis,work_title,not_applicable,uncertain,uncertain,Rome?,Roman,"The 'Carmen Evocationis' is a Latin ritual hymn for summoning (evocatio) a tutelary deity during military siege. It is preserved in the ancient liturgical tradition and attributed to no known author, functioning as a textual artifact rather than a personal composition.",15,specialist,medium,"This is a title of a ritual text (carmen) used in Roman religio-military practice; the 'author' slot is occupied by the work title itself, not a person.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,84,Carmen Evocationis
phi0466,lat,phi0466,A. Cascellius,"Cascellius, A.",person,historical,1st century BCE,fl. c. 50 BCE,Rome,Roman,"Roman author of a lost work 'Liber Bene Dictorum', from which only two fragments survive, quoted by Macrobius.",8,obscure,low,Possibly related to the jurist Cascellius; uncertain identity.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,15,"Liber Bene Dictorum, frr. duo"
phi0076,lat,phi0076,C. Cassius Hemina,Gaius Cassius Hemina,person,historical,Roman Republic,2nd century BCE,Rome,Latin historiography,"Cassius Hemina was a Roman historian, author of annales covering early Roman history; only fragments remain.",15,specialist,low,Very fragmentary; known from citations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,294,Annales
phi0469,lat,phi0469,L. Cassius Longinus,"Cassius Longinus, Lucius",person,historical,1st century BCE,c. 100–50 BCE,Rome,Roman Republican,"Roman orator and jurist, possibly the tribune of 104 BCE. A fragment of a speech survives.",15,specialist,medium,Historical figure; identification with known Cassii uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,30,oratio
phi0472,lat,urn:cts:latinLit:phi0472,Catullus,"Catullus, C. Valerius",person,historical,Late Republic,c. 84–54 BCE,Verona / Rome,Roman,One of the greatest Roman lyric and epigrammatic poets; central figure in the neoteric movement.,95,canonical,high,Well-attested; a cornerstone of Latin literary study.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,13026,carmina | carminum fragmenta
phi2028,lat,phi2028,Chalcidius,Chalcidius,person,historical,Late Antiquity,4th century CE,Italy,Latin translation and commentary of Plato,"Chalcidius was a Latin translator and commentator of Plato's Timaeus, whose work was influential in the Middle Ages.",50,common,high,Well-known figure in the transmission of Platonic thought.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,297,Ex Graecis Conversiones
phi0484,lat,phi0484,L. Cincius,Lucius Cincius,person,historical,late republican,2nd–1st century BCE,Roman Republic,Roman jurisprudence and grammar,"Lucius Cincius was a Roman jurist and grammarian, known for his works on law (iurisprudentia) and grammar (grammatica). He is cited by later authors, but his life and works survive only in fragments.",12,obscure,medium,Survives only in fragments; dates and biography are inferred from citations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,546,iurisprudentia | grammatica
phi0027,lat,phi0027,L. Cincius Alimentus,Lucius Cincius Alimentus,person,historical,Middle Republic,c. 250–200 BCE,Rome,Roman,"Roman senator, annalist, and antiquarian known for a history of Rome written in Greek. A grammatical fragment attributed to him may derive from a later homonym.",25,specialist,medium,The grammatical fragment is possibly spurious or misattributed.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,12,grammatica
phi0004,lat,phi0004,App. Claudius Caecus,Appius Claudius Caecus,person,historical,4th–3rd c. BCE,fl. c. 312–279 BCE,Rome,Roman,"A Roman censor, consul, and statesman remembered for building the Appian Way and the first aqueduct. He is also credited with sententiae and early oratorical works, making him a key figure in early Latin prose.",40,common,high,Well-attested historical figure; the surviving fragments are attributed by later Roman authors.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,26,sententiae
phi0881,lat,phi0881,Claudius Caesar Germanicus,Germanicus Iulius Caesar,person,historical,early 1st century CE,15 BCE–19 CE,"Rome, Germany, Syria",Roman Imperial,"Roman general and member of the Julio-Claudian dynasty, known for his campaigns in Germany and his Latin adaptation of Aratus' 'Phaenomena'.",70,major,high,Well-attested historical figure; his translation of Aratus is partially extant.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,3,6197,Aratea | fragmenta Aratea | epigrammata
phi0624,lat,phi0624,Q. Claudius Quadrigarius,"Claudius Quadrigarius, Quintus",person,historical,late 2nd – early 1st century BCE,c. 100–70 BCE,Rome,Roman Republican,"Roman annalist whose 'Annales' covered early Roman history in a simple style, influencing the later historical tradition.",20,specialist,high,Historical author; his work survives only in fragments cited by later grammarians and historians.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,1299,Annales
phi0724,lat,phi0724,Cloatius Verus,Cloatius Verus,person,historical,Imperial,1st century AD (?),Rome,Roman,A Roman grammarian known only from a few grammatical fragments.,5,obscure,low,Very obscure; little information available.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,237,grammatica fragmenta
phi0488,lat,phi0488,Ser. Clodius,Servius Clodius,person,historical,Late Republican,1st century BCE,Rome,Roman Republic,Roman grammarian and teacher; a fragment of his grammatical work is attributed to him.,20,obscure,low,Distinct from the later Servius (commentator on Vergil). His work is known from scanty quotations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,36,grammatica
phi0842,lat,phi0842,C. Clodius Licinus,C. Clodius Licinus,person,historical,Late Roman Republic,1st century BCE,Rome,Roman historiography,"Roman historian, wrote a history of Rome.",15,obscure,low,Only a single fragment survives.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,21,Libri Rerum Romanarum
phi0487,lat,phi0487,P. Clodius Pulcher,"Clodius Pulcher, P.",person,historical,1st century BCE,c. 93–52 BCE,Rome,Roman,"Roman politician, notorious for the Bona Dea scandal. He was also an orator; fragments of his speeches survive.",40,specialist,medium,Fragments collected by Malcovati.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,33,orationes
phi0405,lat,phi0405,Clodius Tuscus,Clodius Tuscus,person,historical,1st century BCE,fl. c. 50 BCE,Rome,Roman,Roman grammarian known only from a meager fragment preserved by Charisius.,5,obscure,low,Extremely fragmentary; nothing known of his life.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,11,"grammatica, fragmenta"
phi0028,lat,phi0028,L. Coelius Antipater,"Coelius Antipater, L.",person,historical,2nd century BCE,fl. c. 120 BCE,Rome,Roman,"Roman annalist, wrote a history of the Second Punic War (the first Roman historical monograph). Fragments survive.",35,specialist,medium,"Fragments in Peter, HRR.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,413,Annales
phi0490,lat,phi0490,P. Cominius,Publius Cominius,person,historical,Early Imperial,1st cent. CE,Rome,Roman,P. Cominius was a Roman orator known only from a fragmentary speech cited by Quintilian. Nothing else is known of his life or career.,5,obscure,low,Known solely from a citation in Quintilian's Institutio Oratoria; no independent biographical information.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,31,oratio
phi0492,lat,phi0492,Commentarii Augurum,Commentarii Augurum,work_title,not_applicable,Roman Republic,2nd–1st centuries BCE,Rome,Roman religion,A collection of augural records and commentary from Roman religious practice.,20,specialist,low,Only fragments survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,48,Commentarii Augurum
phi0494,lat,phi0494,Commentarii Consulares,Commentarii Consulares,work_title,not_applicable,Roman Republic,unknown,Rome,Roman,The Commentarii Consulares were official records of Roman consuls; only fragmentary quotations survive.,5,obscure,low,Quotation fragments from an official record.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,61,Commentarii Consulares
phi0496,lat,phi0496,Commentarius Anquisitionis M'. Sergii M'. f. Quaestoris,Commentarius Anquisitionis M'. Sergii M'. f. Quaestoris,work_title,not_applicable,Republican (2nd–1st century BCE),uncertain,Rome,Roman Republic,"A procedural commentary from a Roman quaestor (Manius Sergius), preserved only as a fragment.",15,obscure,low,"The title itself is the author entry; it is a textual work, not a person.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,130,Comment. Anquisit. Sergii
phi0510,lat,phi0510,P. Cornelius Dolabella,"Cornelius Dolabella, Publius",person,historical,Late Republic (1st century BCE),ca. 100–43 BCE,Rome,Roman oratory (oratio),"Publius Cornelius Dolabella was a Roman politician and orator of the late Republic, known for a speech (oratio) preserved only in a tiny fragment. He was a partisan of Julius Caesar and later served as consul suffectus in 44 BCE.",20,obscure,medium,Fragmentary oration; biographical details known from historical sources.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,3,oratio
phi0046,lat,phi0046,Cornelius Epicadus,Cornelius Epicadus,person,historical,Late Republic,1st century BCE,Rome,Roman,"Roman freedman of Sulla, who wrote on grammatical topics; one surviving fragment.",5,obscure,low,Fragment from a grammatical work; known via Suetonius and Charisius.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,7,grammatica
phi1248,lat,phi1248,M. Cornelius Fronto,"Fronto, M. Cornelius",person,historical,2nd century CE,c. 100-170 CE,"Cirta, North Africa; Rome","Roman Empire, Second Sophistic","M. Cornelius Fronto (c. 100–170 CE) was a Roman orator and teacher of rhetoric, known from his surviving correspondence and treatises.",75,major,high,Extensive corpus of letters.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,17,44673,De Eloquentia | Ad Verum Imp. Epistulae | De Feriis Alsiensibus | Ad M. Caesarem et Invicem | Ad M. Antoninum Imp. Epist. | Ad Antoninum Pium Epistulae | De Nepote Amisso | Ad Amicos Epistulae
phi0524,lat,phi0524,C. Cornelius Gallus,Gaius Cornelius Gallus,person,historical,Late Republic / Augustan,c. 69–26 BCE,Rome / Egypt,Roman,"Roman poet, orator, and first prefect of Egypt. A pioneer of Latin love elegy, his poetry was largely lost until the discovery of a papyrus fragment at Qasr Ibrim.",65,major,high,The papyrus fragment preserves portions of his elegies.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,106,elegia in pap. Qas?r Ibrîm | elegia
phi0875,lat,phi0875,Cn. Cornelius Lentulus Gaetulicus,"Cornelius Lentulus Gaetulicus, Gnaeus",person,historical,1st century CE,c. 25–50 CE,Rome,Roman Imperial,"Roman senator and poet, consul in 26 CE. Known for a few poetic fragments and his involvement in political conspiracies.",15,obscure,medium,Historical figure; his poetry is known only from brief citations.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,18,carmen
phi0541,lat,phi0541,Cn. Cornelius Lentulus Marcellinus,"Cornelius Lentulus Marcellinus, Gnaeus",person,historical,1st century BCE,unknown – 56 BCE?,Italy,Roman Republic,"A Roman senator and orator, known from a few fragments of speeches.",15,obscure,low,Only 64 words of orations survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,64,orationes
phi0588,lat,urn:cts:latinLit:phi0588,Cornelius Nepos,Cornelius Nepos,person,historical,Late Republic,c. 110–24 BCE,Transpadane Gaul,Roman,"Cornelius Nepos was a Roman biographer and historian, best known for his collection of biographies De Viris Illustribus. His work is a key source for the lives of famous Greek and Roman figures and reflects the intellectual milieu of the late Republic.",75,major,high,Well-attested historical author; substantial surviving corpus including the 'Vitae' and fragments.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,29670,Vitae | fragmenta
phi0128,lat,phi0128,P. Cornelius Scipio Aemilianus Africanus minor,"Scipio Aemilianus Africanus minor, P. Cornelius",person,historical,Middle Republic,185–129 BCE,Rome,Roman,"Roman general and statesman, destroyer of Carthage; known for his oratory, of which fragments survive.",80,canonical,high,Major historical figure; oratorical fragments known from ancient sources.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,440,orationes
phi0127,lat,phi0127,P. Cornelius Scipio Africanus maior,"Scipio Africanus maior, P. Cornelius",person,historical,Middle Republic,236–183 BCE,Rome,Roman,"Roman general and statesman, celebrated for defeating Hannibal at Zama; known also for a preserved speech fragment.",85,canonical,high,Major historical figure; only a few oratorical fragments survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,52,oratio
phi0130,lat,phi0130,P. Cornelius Scipio Nasica Serapio,P. Cornelius Scipio Nasica Serapio,person,historical,Republic,2nd century BC,Rome,Roman,"A Roman senator and orator, known for a fragmentary speech.",20,specialist,medium,"Historical figure, but only fragments remain.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,82,orationes
phi0851,lat,phi0851,Cornelius Severus,Cornelius Severus,person,historical,1st century BCE–1st century CE,fl. c. 10 BCE – 20 CE,Rome,Roman,"Roman epic poet, known from fragments of a historical poem (perhaps on the Sicilian War or the civil wars).",30,specialist,medium,Fragments collected by Morel; some attributions uncertain.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,249,carmina | fragmenta a Morel omissa
phi0646,lat,phi0646,L. Cornelius Sisenna,L. Cornelius Sisenna,person,historical,Late Roman Republic,1st century BCE,Rome,Roman historiography,"Roman historian and novelist, known for his Histories and Milesian tales.",40,specialist,medium,Fragments survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,1526,Historiae | Milesiae
phi0652,lat,phi0652,L. Cornelius Sulla,"Sulla, Lucius Cornelius",person,historical,Late Republican,138–78 BCE,Rome,Roman,"Lucius Cornelius Sulla was a Roman general and dictator, known for his memoirs ('Commentarii Rerum Gestarum'), which survive in fragments and served as a source for later historians. His political reforms reshaped the late Republic.",55,major,high,Fragments of memoirs; Sulla's historical importance is paramount.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,69,Commentarii Rerum Gestarum
phi1351,lat,urn:cts:latinLit:phi1351,Cornelius Tacitus,"Tacitus, Publius Cornelius",person,historical,late 1st – early 2nd century CE,c. 56–120 CE,"Rome, Gaul, Asia",Roman Imperial,"Preeminent Roman historian and senator, author of the 'Annales' and 'Historiae', as well as the 'Germania', 'Agricola', and 'Dialogus de Oratoribus'. Acclaimed for his concise, often critical style.",100,canonical,high,Well-attested historical author; his major historical works are largely extant.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,5,167197,Historiae | Annales | De Origine et Situ Germanorum | De Vita Iulii Agricolae | Dialogus de Oratoribus
phi0409,lat,phi0409,Q. Cornificius,Quintus Cornificius,person,historical,Late Republican,1st century BCE,Rome,Roman Republic,"Roman poet and orator, a friend of Cicero; only fragments of his poems survive.",25,specialist,medium,Mentioned by Cicero and others. His poetic fragments are cited by later grammarians.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,19,"carmina, fragmenta"
phi0854,lat,phi0854,Cornificius Gallus,Cornificius Gallus,person,uncertain,1st century BCE?,unknown,Rome?,Roman,Cornificius Gallus is a shadowy figure; only a single verse fragment in response to Vergil survives.,5,obscure,low,Attribution uncertain; possibly from a lost poet.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,7,versus in Vergilium
phi0727,lat,phi0727,Cornificius Longus,Cornificius Longus,person,historical,1st century BCE/CE,c. 50 BCE–50 CE,Rome,Roman,Obscure Roman grammarian cited by later authors for his work on grammar.,5,obscure,medium,Very fragmentary; little known.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,44,"grammatica, fragmenta"
phi0502,lat,phi0502,A. Cremutius Cordus,"Cremutius Cordus, A.",person,historical,1st century CE,c. 30 BCE – 25 CE,Rome,Roman,"Roman historian, author of a history of the civil wars and the Augustan period. His work was suppressed under Tiberius; only fragments survive.",30,specialist,medium,"Fragments in Peter, HRR.",openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,121,Annales
phi1234,lat,phi1234,Didascaliae et Argumenta in Plautum,Didascaliae et Argumenta in Plautum,work_title,not_applicable,Imperial,2nd century AD (?),Rome,Roman,"A compilation of didascaliae and argumenta (production notes and summaries) for the comedies of Plautus, likely assembled by a later grammarian.",30,specialist,medium,The work is a compilation; individual authorship unknown.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,19,1986,Aulularia | Menaechmi | Trinummus | Curculio | Miles Gloriosus | Pseudolus | Mercator | Amphitruo
phi1235,lat,phi1235,Didascaliae et Periochae in Terentium,Didascaliae et Periochae in Terentium,work_title,not_applicable,Imperial,2nd–4th century CE,Rome,Roman,"The 'Didascaliae et Periochae' are ancient scholarly summaries and introductory notes to the comedies of Terence, providing production details and plot summaries. They are transmitted in manuscripts as metatexts.",15,specialist,high,Treats a collective set of scholia; the author slot is occupied by the textual group.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,6,750,Andria | Heauton Timorumenos | Eunuchus | Phormio | Adelphoe | Hecyra
phi0301,lat,phi0301,Cn. Domitius Ahenobarbus,"Domitius Ahenobarbus, Gnaeus",person,historical,1st century BCE,unknown – 81 BCE?,Italy,Roman Republic,"A Roman politician and orator, consul in 96 BCE, known for a speech of which a tiny fragment survives.",20,obscure,low,Only 12 words of one oration survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,12,oratio
phi0709,lat,phi0709,Domitius Marsus,Domitius Marsus,person,historical,Augustan period,1st century BCE,Rome,Latin poetry,"Roman poet, known for his epigrams and elegies.",30,specialist,medium,Only fragments survive.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,2,139,carmina | epigrammata ex Bobiensibus
phi0863,lat,phi0863,Dorcatius,Dorcatius,person,historical,uncertain,uncertain,Rome,Roman,Roman poet known only from a single fragment; period and identity are uncertain.,5,obscure,low,The name is rare and the attribution rests on a single quotation. Possibly a late Republican or Imperial figure.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,14,carmen
phi0512,lat,phi0512,M. Duronius,"Duronius, M.",person,historical,Late Republic,2nd–1st century BCE,Rome,Roman,"A Roman orator of the late Republic, known only from a single fragment of a speech preserved by later grammarians.",5,obscure,low,Fragmentary speech; otherwise unrecorded.,openai:deepseek/deepseek-v4-flash,reader-author-classifier-20260517-024908,1,50,oratio
