work_id,language,title,author,author_id,source_id,cts_work_urn,work_kind,parent_work_id,start_citation,end_citation,word_count,word_count_method,source_metadata_summary,classification_discovery_group_id,classification_discovery_tags,classification_global_popularity_score,classification_global_popularity_tier,classification_group_popularity_score,classification_group_popularity_tier,classification_category,classification_period,classification_date_range,classification_authorship_status,classification_popularity_score,classification_popularity_tier,classification_scope,classification_scope_popularity_score,classification_scope_popularity_tier,classification_confidence,classification_notes,classification_generator_models,classification_generator_run_id
langnet:reader:phi:lat0721.001,lat,"grammatica, fragmentum",Antonius Panurgus,phi0721,lat0721.001,urn:cts:latinLit:phi0721.phi001,work,,,,81,whitespace_tokens,,grammar,grammar,5,obscure,5,obscure,Grammar,Uncertain,,single_attributed,5,obscure,Latin Grammar,5,obscure,low,A single fragment of grammar attributed to Antonius Panurgus. The author and context are virtually unknown; the text is too brief to assess its significance.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0004.001,lat,sententiae,App. Claudius Caecus,phi0004,lat0004.001,urn:cts:latinLit:phi0004.phi001,work,,,,26,whitespace_tokens,"perseus_subject=Epic poetry, Latin | Latin language--Grammar--Early works to 1500; perseus_author=Claudius Caecus, App. (Appius); perseus_editor=Funaioli, Gino | Morel, Willy; perseus_year_published=1907 | 1927; perseus_language=Latin",ethics,,8,obscure,8,obscure,Ethics,Republican,,single_attributed,8,obscure,Other Latin Literature,8,obscure,low,Appius Claudius Caecus' sententiae are early Roman moral maxims.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.004,lat,Aetna,Appendix Vergiliana,phi0692,lat0692.004,urn:cts:latinLit:phi0692.phi004,work,,,,4191,whitespace_tokens,,epic,didactic|epic,30,common,40,common,Epic,Early Imperial,1st century CE,uncertain,30,common,Other Latin Literature,40,common,low,"The Aetna, a didactic poem on volcanic activity, traditionally included in the Appendix Vergiliana. Its authorship is disputed (possibly Lucilius Junior or Cornelius Severus). It is valued for its scientific content and hexameter style.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.009,lat,Catalepton,Appendix Vergiliana,phi0692,lat0692.009,urn:cts:latinLit:phi0692.phi009,work,,,,1345,whitespace_tokens,,poetry,poetry|epigram,30,specialist,25,specialist,Poetry,Augustan,,disputed,30,specialist,Latin Lyric and Elegiac Poetry,25,specialist,medium,"Catalepton is a collection of short poems transmitted under Virgil's name, likely assembled from various hands. The poems show experimentation with epigram and elegy and are important for the study of the Vergilian Appendix.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.007,lat,Ciris,Appendix Vergiliana,phi0692,lat0692.007,urn:cts:latinLit:phi0692.phi007,work,,,,3477,whitespace_tokens,,poetry,poetry|epic,40,common,40,common,Poetry,Augustan,c. 1st century AD,attributed,40,common,Other Latin Literature,40,common,high,"The Ciris, a poem from the Appendix Vergiliana, traditionally attributed to Virgil but likely by a later imitator.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.005,lat,Copa,Appendix Vergiliana,phi0692,lat0692.005,urn:cts:latinLit:phi0692.phi005,work,,,,241,whitespace_tokens,,poetry,pastoral,40,common,50,common,Poetry,Augustan,c. 1st century BCE–1st century CE,disputed,40,common,Other Latin Literature,50,common,medium,"The 'Copa' is a short poem from the Appendix Vergiliana, a collection of works of disputed authorship attributed to Virgil. It is a pastoral tavern-scene, of interest to scholars of Virgilian apocrypha and Augustan poetry.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.003,lat,Culex,Appendix Vergiliana,phi0692,lat0692.003,urn:cts:latinLit:phi0692.phi003,work,,,,2637,whitespace_tokens,,poetry,poetry|epic,40,common,45,common,Poetry,Augustan,c. 1st century BCE,disputed,40,common,Latin Epic Poetry,45,common,medium,"The 'Culex' is a poem in the Appendix Vergiliana, traditionally attributed to Virgil but of disputed authorship. It is a common work within the study of Virgil and early imperial Latin poetry, often read for its literary qualities and its relation to the Virgilian corpus.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.013,lat,De Est et Non,Appendix Vergiliana,phi0692,lat0692.013,urn:cts:latinLit:phi0692.phi013,work,,,,175,whitespace_tokens,,poetry,didactic,15,obscure,10,obscure,Poetry,Early Imperial,,disputed,15,obscure,Other Latin Literature,10,obscure,medium,"De Est et Non is a short didactic poem from the Appendix Vergiliana, a collection of works traditionally but doubtfully attributed to Virgil. Its subject is the grammatical use of 'est' and 'non' in Latin, and it is of interest primarily to scholars of pseudo-Virgilian poetry and ancient grammatical verse.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.012,lat,De Institutione Viri Boni,Appendix Vergiliana,phi0692,lat0692.012,urn:cts:latinLit:phi0692.phi012,work,,,,188,whitespace_tokens,,poetry,poetry|didactic,25,specialist,35,specialist,Poetry,Augustan,1st century BCE,single_attributed,25,specialist,Other Latin Literature,35,specialist,medium,"De Institutione Viri Boni, attributed to the Appendix Vergiliana, is a short didactic poem on the ideal man, of uncertain authorship but connected to the Virgilian tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.014,lat,De Rosis Nascentibus,Appendix Vergiliana,phi0692,lat0692.014,urn:cts:latinLit:phi0692.phi014,work,,,,290,whitespace_tokens,"perseus_subject=Didactic poetry, Latin; perseus_author=Appendix Vergiliana; perseus_editor=Peiper, Rudolf; perseus_year_published=1886; perseus_language=Latin",poetry,poetry|didactic,15,specialist,20,specialist,Poetry,Imperial,c. 1st–2nd century CE,uncertain,15,specialist,Other Latin Literature,20,specialist,medium,"De Rosis Nascentibus, attributed to the Appendix Vergiliana, is a short didactic poem on the growth of roses. Its authorship is uncertain, but it is a minor piece of Latin poetry, of interest to specialists in the Vergilian corpus and Latin didactic verse.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.001,lat,Dirae,Appendix Vergiliana,phi0692,lat0692.001,urn:cts:latinLit:phi0692.phi001,work,,,,651,whitespace_tokens,,poetry,poetry|epigram,30,specialist,25,specialist,Poetry,Augustan,,disputed,30,specialist,Latin Lyric and Elegiac Poetry,25,specialist,medium,"The Dirae is a short curse poem transmitted among the Appendix Vergiliana. Its attribution to Virgil is uncertain, but the work offers insight into the poetic experimentation of the late Republican and Augustan period.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.006,lat,Elegiae in Maecenatem,Appendix Vergiliana,phi0692,lat0692.006,urn:cts:latinLit:phi0692.phi006,work,,,,1110,whitespace_tokens,,poetry,elegy,25,specialist,25,specialist,Poetry,Augustan,,disputed,25,specialist,Other Latin Literature,25,specialist,medium,"The Elegiae in Maecenatem from the Appendix Vergiliana is an elegy on Maecenas, of uncertain authorship.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.002,lat,Lydia,Appendix Vergiliana,phi0692,lat0692.002,urn:cts:latinLit:phi0692.phi002,work,,,,532,whitespace_tokens,,poetry,,25,specialist,25,specialist,Poetry,Augustan,,disputed,25,specialist,Other Latin Literature,25,specialist,medium,"Lydia from the Appendix Vergiliana is a poem of uncertain authorship, connected to the Virgilian tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.011,lat,Moretum,Appendix Vergiliana,phi0692,lat0692.011,urn:cts:latinLit:phi0692.phi011,work,,,,767,whitespace_tokens,,poetry,,20,specialist,15,specialist,Poetry,Augustan,,attributed,20,specialist,Other Latin Literature,15,specialist,medium,"The Moretum is a short poem from the Appendix Vergiliana, describing a peasant's preparation of a rustic meal. Though attributed to Vergil, its authorship is uncertain. It is valued for its vivid depiction of rural life.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.008,lat,Priapea,Appendix Vergiliana,phi0692,lat0692.008,urn:cts:latinLit:phi0692.phi008,work,,,,272,whitespace_tokens,,poetry,epigram,40,common,45,common,Poetry,Augustan,c. 30–15 BCE,attributed,40,common,Latin Lyric and Elegiac Poetry,45,common,medium,"The Priapea, a collection of poems on the god Priapus, traditionally included in the Appendix Vergiliana. These poems blend humor, obscenity, and mock-didacticism.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0692.010,lat,Priapeum 'Quid Hoc Novi Est?',Appendix Vergiliana,phi0692,lat0692.010,urn:cts:latinLit:phi0692.phi010,work,,,,238,whitespace_tokens,,poetry,epigram,35,specialist,40,common,Poetry,Augustan,,uncertain,35,specialist,Other Latin Literature,40,common,medium,"A Priapeum from the Appendix Vergiliana, a collection of poems of uncertain authorship. This short, bawdy poem is typical of the Priapic genre and is studied as part of the Virgilian apocrypha.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0410.001,lat,frg.,Aprissius (?),phi0410,lat0410.001,urn:cts:latinLit:phi0410.phi001,work,,,,10,whitespace_tokens,,fragmentary,fragmentary,2,obscure,5,obscure,Fragmentary Text,Uncertain,,uncertain,2,obscure,Latin Fragmentary Literature,5,obscure,low,This fragment (frg.) attributed to Aprissius is only 10 words long and its context is uncertain. It is an obscure textual relic.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.005,lat,Anechomenos,Apuleius,urn:cts:latinLit:phi1212,lat1212.005,urn:cts:latinLit:phi1212.phi005,work,,,,135,whitespace_tokens,,drama,comedy,15,specialist,20,specialist,Drama,Imperial,c. 2nd century CE,single_attributed,15,specialist,Latin Drama,20,specialist,medium,"Apuleius' 'Anechomenos' is a fragmentary comedy, known only from a citation. It is of interest to specialists in Apuleius' literary output and the history of Latin drama in the imperial period.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.001,lat,Apologia,Apuleius,urn:cts:latinLit:phi1212,lat1212.001,urn:cts:latinLit:phi1212.phi001,work,,,,22586,whitespace_tokens,,rhetoric,rhetoric|speech,60,common,65,common,Rhetoric,Early Imperial,c. 2nd century CE,single_attributed,60,common,Latin Rhetoric,65,common,high,"Apuleius's 'Apologia' is a speech in his own defense against a charge of magic. It is a common work, valued for its rhetorical skill and as a source for the social and cultural history of the 2nd century CE.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.004,lat,De Deo Socratis,Apuleius,urn:cts:latinLit:phi1212,lat1212.004,urn:cts:latinLit:phi1212.phi004,work,,,,4757,whitespace_tokens,,philosophy,,55,common,60,major,Philosophy,Imperial,,single_attributed,55,common,Latin Philosophy,60,major,high,"Apuleius' De Deo Socratis, a philosophical work on Socrates' daemon, blends Platonism with Roman religious thought. It is a key text for Middle Platonism and Apuleius' philosophical oeuvre.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.010,lat,"De Deo Socratis, Praef. sp.",Apuleius,urn:cts:latinLit:phi1212,lat1212.010,urn:cts:latinLit:phi1212.phi010,work,,,,735,whitespace_tokens,,philosophy,philosophy,20,specialist,25,specialist,Philosophy,Imperial,,single_attributed,20,specialist,Other Latin Literature,25,specialist,high,Apuleius's De Deo Socratis is a philosophical speech on the daimon of Socrates. It blends Platonic philosophy with rhetorical flair and is an important work for understanding Middle Platonism and Apuleius's thought.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.008,lat,De Mundo,Apuleius,urn:cts:latinLit:phi1212,lat1212.008,urn:cts:latinLit:phi1212.phi008,work,,,,6764,whitespace_tokens,,philosophy,,40,common,40,common,Philosophy,Imperial,c. 150-170 CE,single_attributed,40,common,Latin Philosophy,40,common,high,"Apuleius' De Mundo is a Latin translation and adaptation of the pseudo-Aristotelian Greek treatise On the Cosmos. It reflects the Middle Platonic interest in cosmology and the harmony of the universe. As a philosophical work by Apuleius, best known for his novel The Golden Ass, De Mundo is a common text for those studying the Latin philosophical tradition and the reception of Greek Peripatetic ideas in the Roman Empire.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.009,lat,De Platone et Eius Dogmate,Apuleius,urn:cts:latinLit:phi1212,lat1212.009,urn:cts:latinLit:phi1212.phi009,work,,,,9165,whitespace_tokens,,philosophy,,40,common,50,common,Philosophy,Imperial,2nd century CE,single_attributed,40,common,Latin Philosophy,50,common,high,"Apuleius' De Platone et Eius Dogmate is a philosophical treatise expounding Platonic doctrine, part of his broader philosophical corpus. It is commonly read by students of Middle Platonism and Latin philosophical prose.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.003,lat,Florida,Apuleius,urn:cts:latinLit:phi1212,lat1212.003,urn:cts:latinLit:phi1212.phi003,work,,,,8190,whitespace_tokens,,rhetoric,rhetoric,55,common,60,common,Rhetoric,Early Imperial,c. 150–170 CE,single_attributed,55,common,Latin Rhetoric,60,common,high,Apuleius's Florida is a collection of rhetorical excerpts and speeches showcasing his ornate and witty Latin style. The work provides valuable insight into the Second Sophistic and Latin rhetoric of the Antonine period. It is a text of common interest within the study of later Latin literature and rhetoric.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.002,lat,Metamorphoses,Apuleius,urn:cts:latinLit:phi1212,lat1212.002,urn:cts:latinLit:phi1212.phi002,work,,,,56457,whitespace_tokens,,narrative,narrative|kavya,85,major,85,major,Novel,Imperial,,single_attributed,85,major,Other Latin Literature,85,major,high,"Apuleius' Metamorphoses (also known as The Golden Ass) is the only Latin novel to survive in its entirety. It is a picaresque narrative blending comedy, fantasy, and religious allegory, with the famous tale of Cupid and Psyche embedded within. The work is a major text in the Latin literary canon, widely read and studied for its linguistic innovation, narrative structure, and cultural significance.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.006,lat,carmina,Apuleius,urn:cts:latinLit:phi1212,lat1212.006,urn:cts:latinLit:phi1212.phi006,work,,,,237,whitespace_tokens,"perseus_subject=Epic poetry, Latin; perseus_author=Apuleius; perseus_editor=Morel, Willy; perseus_year_published=1927; perseus_language=Latin",poetry,poetry|fragmentary,10,specialist,15,specialist,Poetry,Early Imperial,2nd century CE,single_attributed,10,specialist,Other Latin Literature,15,specialist,high,"Fragments of poetry by Apuleius, better known for his prose novel Metamorphoses. These verses, totaling 237 words, showcase his versatility and learning in poetic composition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1212.007,lat,fragmenta,Apuleius,urn:cts:latinLit:phi1212,lat1212.007,urn:cts:latinLit:phi1212.phi007,work,,,,227,whitespace_tokens,,philosophy,,30,specialist,40,common,Philosophy,Imperial,2nd century CE,single_attributed,30,specialist,Latin Philosophy,40,common,medium,"These fragmenta of Apuleius are brief surviving excerpts from lost works, likely philosophical or rhetorical in nature. They are of specialist interest to scholars of Apuleius and the fragmentary tradition of Latin philosophy.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0005.001,lat,"palliata, fragmenta",Aquilius,phi0005,lat0005.001,urn:cts:latinLit:phi0005.phi001,work,,,,68,whitespace_tokens,,drama,comedy,5,obscure,5,obscure,Drama,Late Republic,c. 2nd–1st century BCE,single_attributed,5,obscure,Latin Drama,5,obscure,low,"Aquilius' 'palliata, fragmenta' are fragmentary remains of a Roman comedy (palliata). The author is known only from fragments, and the work is of interest only to specialists in Republican drama.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0703.001,lat,carmen,Arbonius Silo,phi0703,lat0703.001,urn:cts:latinLit:phi0703.phi001,work,,,,13,whitespace_tokens,"perseus_subject=Epic poetry, Latin; perseus_author=Arbonius Silo; perseus_editor=Morel, Willy; perseus_year_published=1927; perseus_language=Latin",poetry,,5,obscure,10,specialist,Poetry,Augustan,1st century BCE,single_attributed,5,obscure,Other Latin Literature,10,specialist,medium,"This carmen by Arbonius Silo survives only in a fragment of 13 words, classified as epic poetry in the source metadata. It is an obscure specialist text, of interest primarily to scholars of fragmentary Latin poetry.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat3211.001,lat,"Argumenta Aeneidis, Decasticha",Argumenta Aeneidis et Tetrasticha in cunctis libris Vergilii,phi3211,lat3211.001,urn:cts:latinLit:phi3211.phi001,work,,,,812,whitespace_tokens,,commentary,commentary|poetry,20,specialist,25,specialist,Commentary,Late Antique,,uncertain,20,specialist,Latin Commentary and Scholia,25,specialist,medium,"The Argumenta Aeneidis et Tetrasticha are verse summaries and tetrastichs on Vergil's Aeneid, used as pedagogical aids. They reflect late antique and medieval Vergilian reception and commentary traditions.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat3211.002,lat,"Argumenta Aeneidis, Monosticha",Argumenta Aeneidis et Tetrasticha in cunctis libris Vergilii,phi3211,lat3211.002,urn:cts:latinLit:phi3211.phi002,work,,,,73,whitespace_tokens,,commentary,,5,obscure,5,obscure,Commentary,Late Antique,,anonymous,5,obscure,Latin Commentary and Scholia,5,obscure,low,Monosticha argumenta for the Aeneid are brief summary verses of unknown authorship and date.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat3211.004,lat,Tetrasticha in Vergilii Aeneida,Argumenta Aeneidis et Tetrasticha in cunctis libris Vergilii,phi3211,lat3211.004,urn:cts:latinLit:phi3211.phi004,work,,,,300,whitespace_tokens,,poetry,didactic,5,obscure,10,specialist,Poetry,Late Antique,4th–5th century CE,attributed,5,obscure,Other Latin Literature,10,specialist,medium,"Tetrasticha on Vergil's Aeneid, a late antique set of four-line summaries for each book of the Aeneid. This work serves a didactic purpose, likely used in school settings to help students recall the epic's content.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat3211.003,lat,Tetrasticha in Vergilii Bucolica et Georgica,Argumenta Aeneidis et Tetrasticha in cunctis libris Vergilii,phi3211,lat3211.003,urn:cts:latinLit:phi3211.phi003,work,,,,178,whitespace_tokens,,commentary,commentary|poetry,10,specialist,15,specialist,Commentary,Late Antique,4th–5th century CE,single_attributed,10,specialist,Latin Commentary and Scholia,15,specialist,high,"Tetrasticha on Virgil's Bucolics and Georgics are short verse summaries, part of the paratextual tradition surrounding Virgil's works.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0007.001,lat,palliatae,Atilius,phi0007,lat0007.001,urn:cts:latinLit:phi0007.phi001,work,,,,25,whitespace_tokens,,drama,drama|fragmentary,5,obscure,5,obscure,Drama,Republic,,attributed,5,obscure,Latin Drama,5,obscure,low,"A 25-word fragment of Atilius's 'palliatae,' a Roman comedy in Greek dress. The scant remains are of interest solely to specialists in the fragmentary tradition of early Roman drama.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0908.001,lat,versio Latina Iliados,Attius Labeo,phi0908,lat0908.001,urn:cts:latinLit:phi0908.phi001,work,,,,5,whitespace_tokens,"perseus_subject=Epic poetry, Latin; perseus_author=Labeo, Attius 1st cent. A.D; perseus_editor=Morel, Willy; perseus_year_published=1927; perseus_language=Latin",epic,epic,5,obscure,3,obscure,Epic,Early Imperial,1st century CE,single_attributed,5,obscure,Latin Epic Poetry,3,obscure,high,"This is a fragment (5 words) of a Latin translation of Homer's Iliad by Attius Labeo. The extreme brevity and the author's obscurity make this a highly specialist text, of interest primarily for the study of Latin translations of Greek epic and the fragmentary remains of Roman literary culture.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0809.001,lat,historiae,Aufidius Bassus,phi0809,lat0809.001,urn:cts:latinLit:phi0809.phi001,work,,,,99,whitespace_tokens,,history,history,15,specialist,20,specialist,History,Imperial,,single_attributed,15,specialist,Latin History,20,specialist,high,Aufidius Bassus' historical work (historiae) survives only in fragments. He was a contemporary of Livy and his work covered the late Republic and early Empire.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0401.001,lat,"grammatica, fragmenta",Aufustius,phi0401,lat0401.001,urn:cts:latinLit:phi0401.phi001,work,,,,25,whitespace_tokens,"perseus_subject=Latin language--Grammar--Early works to 1500; perseus_author=Aufustius active 1st century B.C; perseus_editor=Funaioli, Gino; perseus_year_published=1907; perseus_language=Latin",grammar,grammar,2,obscure,2,obscure,Fragmentary Text,Late Republic,,single_attributed,2,obscure,Latin Grammar,2,obscure,medium,"Aufustius is known only from a few fragments on Latin grammar, surviving in 25 words. The work likely dealt with grammatical doctrine in the late Republican period. It is extremely obscure, of interest only to specialists in the history of Latin grammatical theory.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1221.007,lat,Res Gestae,Augustus Emperor of Rome 63 B.C.-14 A.D.,urn:cts:latinLit:phi1221,lat1221.007,urn:cts:latinLit:phi1221.phi007,work,,,,2774,whitespace_tokens,,inscription,inscription|history,85,major,95,canonical,Inscription,Augustan,,single_attributed,85,major,Latin Inscriptions,95,canonical,high,"Augustus' Res Gestae is the emperor's own account of his achievements, inscribed on bronze and widely distributed. It is a foundational document for the study of Roman imperial history and political propaganda.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1221.001,lat,carmina,Augustus Emperor of Rome 63 B.C.-14 A.D.,urn:cts:latinLit:phi1221,lat1221.001,urn:cts:latinLit:phi1221.phi001,work,,,,79,whitespace_tokens,"perseus_subject=Epic poetry, Latin; perseus_author=Augustus Emperor of Rome 63 B.C.-14 A.D; perseus_editor=Morel, Willy; perseus_year_published=1927; perseus_language=Latin",poetry,poetry|epic,10,specialist,15,specialist,Poetry,Augustan,c. 1st century BCE,single_attributed,10,specialist,Latin Epic Poetry,15,specialist,medium,"These fragmentary 'carmina' attributed to Augustus are likely poetic works, possibly epic in nature. The attribution is uncertain, and the fragments are very brief. They are of specialist interest for the study of Augustus's literary activities.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1221.002,lat,dicta et apophthegmata,Augustus Emperor of Rome 63 B.C.-14 A.D.,urn:cts:latinLit:phi1221,lat1221.002,urn:cts:latinLit:phi1221.phi002,work,,,,380,whitespace_tokens,,biography,biography|ethics,25,specialist,40,common,Biography,Late Republic,,single_attributed,25,specialist,Latin Biography,40,common,high,"This collection of sayings and apophthegms attributed to Augustus offers insight into the emperor's character and rhetorical style. It is a minor biographical and ethical text, of specialist interest within Latin biography.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1221.003,lat,edicta,Augustus Emperor of Rome 63 B.C.-14 A.D.,urn:cts:latinLit:phi1221,lat1221.003,urn:cts:latinLit:phi1221.phi003,work,,,,816,whitespace_tokens,,history,history,20,specialist,20,specialist,History,Augustan,27 BCE-14 CE,single_attributed,20,specialist,Latin History,20,specialist,medium,"Augustus' edicta (edicts) survive only in fragmentary quotations. They provide direct evidence of imperial administrative and legal communication, but their brevity and limited attestation restrict their readership to specialists in Roman law and imperial history.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1221.004,lat,epistulae,Augustus Emperor of Rome 63 B.C.-14 A.D.,urn:cts:latinLit:phi1221,lat1221.004,urn:cts:latinLit:phi1221.phi004,work,,,,1654,whitespace_tokens,,letter,letter,55,common,60,common,Letter,Augustan,,single_attributed,55,common,Latin Letters,60,common,high,"A collection of letters by Augustus, offering insights into imperial administration and personal correspondence.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1221.005,lat,fragmenta incertae sedis,Augustus Emperor of Rome 63 B.C.-14 A.D.,urn:cts:latinLit:phi1221,lat1221.005,urn:cts:latinLit:phi1221.phi005,work,,,,36,whitespace_tokens,,poetry,fragmentary,10,specialist,15,specialist,Poetry,Augustan,,single_attributed,10,specialist,Other Latin Literature,15,specialist,low,"These fragments of uncertain origin ('fragmenta incertae sedis') from Augustus, the first Roman emperor, are brief remains of his poetic or rhetorical output. They provide a specialist glimpse into the literary activities of a pivotal historical figure.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1221.006,lat,opera historica,Augustus Emperor of Rome 63 B.C.-14 A.D.,urn:cts:latinLit:phi1221,lat1221.006,urn:cts:latinLit:phi1221.phi006,work,,,,99,whitespace_tokens,,history,history,80,major,85,canonical,History,Augustan,1st century BCE–1st century CE,single_attributed,80,major,Latin History,85,canonical,high,"Augustus's historical works, including his autobiography and commentarii, survive only in fragments. They were a primary source for the early imperial period and for his own Res Gestae.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat1221.008,lat,oratio,Augustus Emperor of Rome 63 B.C.-14 A.D.,urn:cts:latinLit:phi1221,lat1221.008,urn:cts:latinLit:phi1221.phi008,work,,,,7,whitespace_tokens,,rhetoric,speech|fragmentary,2,obscure,2,obscure,Rhetoric,Augustan,,single_attributed,2,obscure,Latin Rhetoric,2,obscure,low,"This is a tiny fragment of a speech by Augustus. The content is lost, and the fragment serves only as a testament to Augustus's oratorical activity.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0836.001,lat,De Agricultura,Aulus Cornelius Celsus,urn:cts:latinLit:phi0836,lat0836.001,urn:cts:latinLit:phi0836.phi001,work,,,,212,whitespace_tokens,"perseus_subject=Medicine, Greek and Roman; perseus_author=Celsus, Aulus Cornelius; perseus_editor=Marx, Friedrich; perseus_year_published=1915; perseus_language=Latin",science,technical,40,common,50,common,Technical Treatise,Early Imperial,,single_attributed,40,common,Latin Science and Natural History,50,common,high,"Celsus's De Agricultura, a short agricultural work from his encyclopedic corpus; only a fragment survives.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0836.002,lat,De Medicina,Aulus Cornelius Celsus,urn:cts:latinLit:phi0836,lat0836.002,urn:cts:latinLit:phi0836.phi002,work,,,,107262,whitespace_tokens,"perseus_subject=Medicine, Greek and Roman; perseus_author=Celsus, Aulus Cornelius; perseus_editor=Daremberg, Charles Victor | Marx, Friedrich | Spencer, Walter George; perseus_translator=Spencer, Walter George; perseus_year_published=1891 | 1915 | 1935; perseus_language=English | Latin",medicine,hippocratic_galenic_medicine,85,major,85,major,Medical Text,Early Imperial,,single_attributed,85,major,Latin Medicine,85,major,high,"Celsus's De Medicina, a comprehensive encyclopedia of Roman medical knowledge and a major source for ancient medicine.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
langnet:reader:phi:lat0836.003,lat,De Rhetorica,Aulus Cornelius Celsus,urn:cts:latinLit:phi0836,lat0836.003,urn:cts:latinLit:phi0836.phi003,work,,,,28,whitespace_tokens,"perseus_subject=Medicine, Greek and Roman; perseus_author=Celsus, Aulus Cornelius; perseus_editor=Marx, Friedrich; perseus_year_published=1915; perseus_language=Latin",rhetoric,rhetoric|technical,10,specialist,5,obscure,Rhetoric,Early Imperial,1st century CE,single_attributed,10,specialist,Latin Rhetoric,5,obscure,high,"Celsus's 'De Rhetorica' is a fragment of a broader work on rhetoric. Celsus is best known for his medical encyclopedia, but he also wrote on other subjects. This tiny fragment is all that survives of his rhetorical work.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-012002
