work_id,language,title,author,author_id,source_id,cts_work_urn,work_kind,parent_work_id,start_citation,end_citation,word_count,word_count_method,source_metadata_summary,classification_discovery_group_id,classification_discovery_tags,classification_global_popularity_score,classification_global_popularity_tier,classification_group_popularity_score,classification_group_popularity_tier,classification_category,classification_period,classification_date_range,classification_authorship_status,classification_popularity_score,classification_popularity_tier,classification_scope,classification_scope_popularity_score,classification_scope_popularity_tier,classification_confidence,classification_notes,classification_generator_models,classification_generator_run_id
langnet:reader:sanskrit_json:corpus_sa_mArkaNDeyapurANa1-93,san,Mārkaṇḍeyapurāṇa,Mārkaṇḍeyapurāṇa1,,corpus_sa_mArkaNDeyapurANa1-93,,work,,,,67225,whitespace_tokens,,religion,purana,65,common,70,major,Purana,Early Medieval,500–900,traditional,65,common,Purana,70,major,high,"The Mārkaṇḍeyapurāṇa is one of the eighteen Mahāpurāṇas, a significant medieval Sanskrit text blending mythology, cosmology, genealogical lore, and ethical teaching. It is especially famous for containing the Devī Māhātmya (Glorification of the Goddess), a foundational text for Śākta traditions. The work is well known across Indological curricula and is frequently cited in studies of purāṇic religion, female divinity, and Hindu theology.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_IzvarakRSNa-sAMkhyakArikA-comm,san,Māṭharavṛtti,Māṭhara,,corpus_sa_IzvarakRSNa-sAMkhyakArikA-comm,,work,,,,16904,whitespace_tokens,,commentary,samkhya|commentary,25,specialist,40,common,Commentary,Classical,,single_attributed,25,specialist,Sanskrit Philosophy,40,common,high,"Māṭharavṛtti is a commentary on Īśvarakṛṣṇa's Sāṃkhyakārikā, attributed to Māṭhara. It is an important early exegetical work in the Sāṃkhya tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_IzvarakRSNa-sAMkhyakArikA-comm,san,Māṭharavṛtti,Māṭhara,,GRETIL_sa_IzvarakRSNa-sAMkhyakArikA-comm,,work,,,,16067,whitespace_tokens,,commentary,samkhya|bhashya,20,specialist,40,common,Commentary,Classical,c. 5th–7th century CE,single_attributed,20,specialist,Sanskrit Philosophy,40,common,medium,"Māṭhara's Māṭharavṛtti is one of the earliest surviving commentaries on Īśvarakṛṣṇa's Sāṃkhyakārikā, the foundational text of the Sāṃkhya school. As a vṛtti (prose exposition), it provides a line-by-line explanation of the kārikās and is an important witness to the early interpretive tradition of Sāṃkhya philosophy. Its preservation is fragmentary in some parts, but it remains a key source for reconstructing classical Sāṃkhya doctrine.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_nagnajit-citralakSaNam,san,Citralakṣaṇam,Nagnajit,,corpus_sa_nagnajit-citralakSaNam,,work,,,,4573,whitespace_tokens,,technical,kavya,15,specialist,30,specialist,Technical Treatise,Classical,c. 300–700 CE,single_attributed,15,specialist,Other Sanskrit Literature,30,specialist,high,"The Citralakṣaṇam by Nagnajit is a Sanskrit technical treatise on the theory and practice of painting, belonging to the genre of citralakṣaṇa (iconometric and aesthetic guidelines for visual art). Its 4,573 tokens provide instructions on proportions, color, and composition. While specialist even within the broader scope of Sanskrit technical literature, it is an early and important source for the history of Indian art theory.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_nagnajit-citralakSaNam,san,Citralakṣaṇam,Nagnajit,,GRETIL_sa_nagnajit-citralakSaNam,,work,,,,4269,whitespace_tokens,,technical,kavya|poetics,15,specialist,30,specialist,Technical Treatise,Classical,c. 5th–7th century CE,single_attributed,15,specialist,Other Sanskrit Literature,30,specialist,high,"The Citralakṣaṇam by Nagnajit is a technical treatise on the art of painting (citra). It is one of the few surviving Sanskrit texts on aesthetics and visual art, providing rules for composition, proportion, and color. This work is a valuable resource for specialists in Indian art history, aesthetics, and the technical literature of classical India.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_narahari-bodhasAra,san,Bodhasāra,Narahari,,corpus_sa_narahari-bodhasAra,,work,,,,21327,whitespace_tokens,,religion,jain,18,specialist,30,specialist,Religious Text,Early Modern,c. 1600–1800 CE,single_attributed,18,specialist,Jain Literature,30,specialist,medium,"Narahari's Bodhasāra is a Jain didactic work written in Sanskrit, likely from the Early Modern period, focusing on the acquisition of spiritual knowledge (bodha) and its practical application for liberation. The text presents a synthesis of Jain ethical, metaphysical, and soteriological teachings in accessible verse. It holds a specialist status both within the broader Sanskrit corpus and within the discovery group for Jain literature, where it is one of many post-classical devotional and instructional works that inform scholars of Jain lay and monastic practice.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_narahari-bodhasAra,san,Bodhasāra,Narahari,,GRETIL_sa_narahari-bodhasAra,,work,,,,19244,whitespace_tokens,,philosophy,buddhist|jain,8,obscure,15,specialist,Other,Medieval,,single_attributed,8,obscure,Other Sanskrit Literature,15,specialist,low,"Narahari's Bodhasāra is a medieval philosophical text of uncertain affiliation, possibly synthesizing Buddhist or Jain doctrines. Its title suggests it is a compendium of wisdom. However, with limited contextual metadata, it ranks as an obscure work in the Sanskrit corpus, known only to a few specialists.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_nAgArjuna-dharmasaMgraha,san,Dharmasaṃgraha,Nāgārjuna,,corpus_sa_nAgArjuna-dharmasaMgraha,,work,,,,3440,whitespace_tokens,,religion,buddhist,20,specialist,25,specialist,Religious Text,Classical,,single_attributed,20,specialist,Other Sanskrit Literature,25,specialist,medium,"Dharmasaṃgraha is a concise Buddhist doctrinal text attributed to the philosopher Nāgārjuna. It enumerates key concepts of Buddhist thought, serving as a digest of essential teachings. While not as widely studied as Nāgārjuna's philosophical works, it remains of interest in Buddhist studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_nAgArjuna-dharmasaMgraha,san,Dharmasaṃgraha,Nāgārjuna,,GRETIL_sa_nAgArjuna-dharmasaMgraha,,work,,,,2671,whitespace_tokens,,philosophy,buddhist|buddhist_abhidharma,30,specialist,35,specialist,Philosophy,Classical,c. 150–250 CE,single_attributed,30,specialist,Buddhist Philosophy,35,specialist,high,"The Dharmasaṃgraha attributed to Nāgārjuna is a 2,671-word Buddhist doxographical and lexical text compiling lists of key technical terms (dharmas) from the Mahāyāna tradition. It functions as a concise manual of doctrine, covering topics such as the perfections, powers, and paths. It is a valuable reference for scholars of Buddhist philosophy and textual traditions.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_263,san,Mūlamadhyamakārikāḥ,Nāgārjuna,,dcs_263,,work,,,,2530,whitespace_tokens,dcs_scope_hint=Buddhist Scripture; dcs_subject=Buddhist; dcs_time_slot=epic; dcs_author=Nāgārjuna; dcs_completed=false,philosophy,buddhist|philosophy,95,canonical,98,canonical,Philosophy,Classical,,single_attributed,95,canonical,Other Sanskrit Literature,98,canonical,high,"Mūlamadhyamakārikāḥ is the magnum opus of Nāgārjuna, the foundational text of the Madhyamaka school of Buddhist philosophy. It is one of the most studied and commented-upon works in the entire Buddhist canon.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_nAgArjuna-ratnAvalI,san,Ratnāvalī,Nāgārjuna,,corpus_sa_nAgArjuna-ratnAvalI,,work,,,,3325,whitespace_tokens,,philosophy,buddhist,55,common,60,common,Philosophy,Classical,c. 150–250 CE,single_attributed,55,common,Buddhist Philosophy,60,common,high,"The Ratnāvalī (The Precious Garland) by Nāgārjuna is a 3,325-word philosophical and ethical treatise in the form of a letter to a king. It presents Mahāyāna Buddhist teachings on the bodhisattva path, emptiness, and worldly ethics in an accessible verse format. It is one of Nāgārjuna's most widely studied works, valued for its breadth and clarity within Buddhist traditions and by scholars of Indian philosophy.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_nAgArjuna-ratnAvalI,san,Ratnāvalī,Nāgārjuna,,GRETIL_sa_nAgArjuna-ratnAvalI,,work,,,,2790,whitespace_tokens,,philosophy,buddhist|nyaya,55,common,30,specialist,Philosophy,Classical,100–200,single_attributed,55,common,Buddhist Philosophy,30,specialist,high,"Nāgārjuna's Ratnāvalī is a concise and luminous exposition of Madhyamaka philosophy in verse, addressed to a king (Sātavāhana). It teaches the emptiness of all phenomena, dependent origination, and the bodhisattva path. As a foundational work of Mahāyāna Buddhism, it is widely read and commented upon in both Indian and Tibetan traditions.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_nAropa-sekoddeza,san,Sekoddeśa,Nāropa,,corpus_sa_nAropa-sekoddeza,,work,,,,2578,whitespace_tokens,,religion,buddhist|tantra,30,specialist,20,specialist,Religious Text,Early Medieval,1000–1100,single_attributed,30,specialist,Buddhist Tantra,20,specialist,high,"Nāropa's Sekoddeśa is a short but highly significant Buddhist tantric commentary that presents the esoteric meaning of the Kālacakra initiation. Attributed to the great Indian master Nāropa, it is a key text in the Kālacakra tradition and is studied primarily within Indo-Tibetan Buddhist tantric scholarship.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_nAropa-sekoddeza,san,Sekoddeśa,Nāropa,,GRETIL_sa_nAropa-sekoddeza,,work,,,,2218,whitespace_tokens,,religion,buddhist|buddhist_tantra|tantra,45,common,50,common,Religious Text,Medieval,,single_attributed,45,common,Buddhist Tantra,50,common,high,Nāropa’s Sekoddeśa is a concise tantric work explaining the initiation (sekha) in the Kālacakra tradition. It is a key source for later Tibetan Buddhist exegesis.,openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_189,san,Hitopadeśa,Nārāyaṇa,,dcs_189,,work,,,,20170,whitespace_tokens,dcs_scope_hint=Sanskrit Narrative Literature; dcs_subject=Katha; dcs_time_slot=medieval; dcs_author=Nārāyaṇa; dcs_completed=false,narrative,narrative|kavya,80,major,85,canonical,Narrative Prose,Classical,,single_attributed,80,major,Sanskrit Narrative Literature,85,canonical,high,"Nārāyaṇa's Hitopadeśa is a celebrated collection of fables and moral stories. It is widely read in both scholarly and general contexts, and is often used as a teaching text for Sanskrit.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_nArAyaNabhaTTa-nArAyaNIya,san,Nārāyaṇīya,Nārāyaṇabhaṭṭa,,corpus_sa_nArAyaNabhaTTa-nArAyaNIya,,work,,,,27704,whitespace_tokens,,hymn,stotra|bhakti|kavya,80,major,85,major,Hymn,Early Modern,1587 CE,single_attributed,80,major,Stotra,85,major,high,"Nārāyaṇīya is a celebrated devotional kāvya by Nārāyaṇabhaṭṭa, composed in 1587 CE. It condenses the Bhāgavata Purāṇa in 1000 verses, extolling the deeds of Lord Kṛṣṇa. It is especially revered in Kerala for its poetic elegance and depth of bhakti.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_nArAyaNabhaTTa-nArAyaNIya,san,Nārāyaṇīya,Nārāyaṇabhaṭṭa,,GRETIL_sa_nArAyaNabhaTTa-nArAyaNIya,,work,,,,18405,whitespace_tokens,,hymn,bhakti|stotra,40,common,60,common,Hymn,Early Modern,c. 16th century CE,single_attributed,40,common,Other Sanskrit Literature,60,common,high,"The Nārāyaṇīya by Nārāyaṇabhaṭṭa is a celebrated devotional poem (stotra) in praise of Lord Kṛṣṇa, composed in the Malayalam region of South India. It is a condensed retelling of the Bhāgavata Purāṇa in 1034 verses and is a beloved text in the Kṛṣṇa bhakti tradition. Its literary grace and devotional fervor have made it widely popular among devotees and scholars of Hindu devotional literature.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_nIlakaNThadIkSita-kaliviDambana,san,Kaliviḍambana,Nīlakaṇṭhadīkṣita,,corpus_sa_nIlakaNThadIkSita-kaliviDambana,,work,,,,1407,whitespace_tokens,,poetry,kavya|satire,25,specialist,45,common,Poetry,Early Modern,ca. 17th century CE,single_attributed,25,specialist,Sanskrit Kavya,45,common,high,"The Kaliviḍambana (The Mockery of the Kali Age) by Nīlakaṇṭhadīkṣita is a satirical poem that humorously criticizes the moral and social decline of the Kali Yuga. It is a fine example of late Sanskrit kāvya with a sharp wit. While not as widely read as his other works like the Śivalīlārṇava, it is appreciated by connoisseurs of Sanskrit satire and late classical poetry.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_nIlakaNThadIkSita-kaliviDambana,san,Kaliviḍambana,Nīlakaṇṭhadīkṣita,,GRETIL_sa_nIlakaNThadIkSita-kaliviDambana,,work,,,,1609,whitespace_tokens,,poetry,kavya|satire,30,specialist,45,common,Poetry,Early Modern,1600–1700,single_attributed,30,specialist,Sanskrit Kavya,45,common,high,"Nīlakaṇṭhadīkṣita's Kaliviḍambana is a satirical poem that lampoons the vices of the Kali age. Written in elegant and witty Sanskrit verse, it critiques hypocrisy, greed, and moral decline in society. The work is valued by specialists in later kāvya literature and social history.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_padmagupta-navasAhasAGkacarita,san,Navasāhasāṅkacarita,Padmagupta,,corpus_sa_padmagupta-navasAhasAGkacarita,,work,,,,28110,whitespace_tokens,,poetry,kavya|itihasa,35,specialist,40,common,Poetry,Classical,c. 1000–1100,single_attributed,35,specialist,Other Sanskrit Literature,40,common,high,"Padmagupta’s Navasāhasāṅkacarita (28,110 words) is a historical courtly epic in Sanskrit celebrating the Paramāra king Sindhurāja. It is an important example of the late mahākāvya genre and is of interest to specialists in Sanskrit court poetry.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_padmagupta-navasAhasAGkacarita,san,Navasāhasāṅkacarita,Padmagupta,,GRETIL_sa_padmagupta-navasAhasAGkacarita,,work,,,,23659,whitespace_tokens,,narrative,kavya|itihasa,30,specialist,38,specialist,Kavya,Early Medieval,c. 950–1000 CE,single_attributed,30,specialist,Sanskrit Kavya,38,specialist,high,"Padmagupta's Navasāhasāṅkacarita is a Sanskrit mahākāvya (courtly epic) recounting the legendary exploits of King Navasāhasāṅka, widely identified with the Paramāra ruler Sindhurāja. Composed in the ornate style of the tenth century, the poem draws on the kāvya and itihāsa traditions to celebrate dynastic achievement through embedded narratives. While significant within the corpus of medieval Sanskrit courtly literature, its specialist popularity reflects limited readership beyond Indological scholarship on Paramāra historiography and classical metrical romance.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_52,san,Yogasūtra,Patañjali,,dcs_52,,work,,,,616,whitespace_tokens,dcs_scope_hint=Sanskrit Philosophy; dcs_subject=Yoga; dcs_time_slot=epic; dcs_author=Patañjali; dcs_completed=false,philosophy,yoga,95,canonical,98,canonical,Sutra,Classical,200–500,single_attributed,95,canonical,Sanskrit Philosophy,98,canonical,high,"The Yogasūtra of Patañjali is the foundational text of the Yoga darśana, systematizing the theory and practice of yoga in four pādas (chapters). It defines the eight-limbed path (aṣṭāṅga-yoga) and is arguably the most widely known work of Indian philosophy globally, studied across disciplines from Indology to modern yoga practice. Despite its brevity, its influence on both classical Indian thought and global spirituality is immense.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_pauSkarasaMhitA-27-43,san,Pauṣkarasaṃhitā,Pauṣkarasaṃhitā,,corpus_sa_pauSkarasaMhitA-27-43,,work,,,,53290,whitespace_tokens,,religion,shaiva|samhita|tantra,30,specialist,40,common,Religious Text,Medieval,800 CE–1200 CE,traditional,30,specialist,Śaiva Tantra,40,common,high,"The Pauṣkarasaṃhitā, attributed to the Pāñcarātra tradition, is a Śaiva-Śākta tantric saṃhitā combining ritual procedure, mantraśāstra, and theology. Its length (over 53,000 words) indicates a substantial manual; it is primarily utilized in specialist research on Tantric and Śaiva traditions.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_paNDitAzoka-avayavinirAkaraNa,san,Avayavinirākaraṇa,Paṇḍitāśoka,,corpus_sa_paNDitAzoka-avayavinirAkaraNa,,work,,,,2606,whitespace_tokens,,philosophy,nyaya|philosophy,35,specialist,40,specialist,Philosophy,Classical,c. 5th–8th century,single_attributed,35,specialist,Nyaya,40,specialist,high,"Paṇḍitāśoka's Avayavinirākaraṇa is a polemical Nyāya work that argues against the reality of wholes (avayavī), engaging in the ongoing debate between atomist and whole-advocating schools of Indian logic. It is an important source for understanding Nyāya-Vaiśeṣika metaphysics.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_paNDitAzoka-avayavinirAkaraNa,san,Avayavinirākaraṇa,Paṇḍitāśoka,,GRETIL_sa_paNDitAzoka-avayavinirAkaraNa,,work,,,,1671,whitespace_tokens,,philosophy,buddhist,15,specialist,25,specialist,Philosophy,Classical,,single_attributed,15,specialist,Buddhist Philosophy,25,specialist,high,"Avayavinirākaraṇa is a Buddhist philosophical text by Paṇḍitāśoka, arguing against the concept of a whole (avayavin) as an entity distinct from its parts. It represents late Indian Buddhist logic.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_paNDitAzoka-sAmAnyadUSaNadikprasAritA,san,Sāmānyadūṣaṇadikprasāritā,Paṇḍitāśoka,,corpus_sa_paNDitAzoka-sAmAnyadUSaNadikprasAritA,,work,,,,1393,whitespace_tokens,,philosophy,buddhist,12,specialist,8,obscure,Philosophy,Medieval,c. 12th century,single_attributed,12,specialist,Buddhist Philosophy,8,obscure,high,"Classification: The 'Sāmānyadūṣaṇadikprasāritā' is a scholar-initiated Buddhist philosophical polemic verse work by Paṇḍitāśoka. It is considered a late medieval Indian Buddhist Sanskrit text. As a specialist bellatorwork within Buddhist logico-epistemological tradition, it is relatively obscure globally compared to other Buddhist texts but within its niche philosophy category it has some recognition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_paNDitAzoka-sAmAnyadUSaNadikprasAritA,san,Sāmānyadūṣaṇadikprasāritā,Paṇḍitāśoka,,GRETIL_sa_paNDitAzoka-sAmAnyadUSaNadikprasAritA,,work,,,,778,whitespace_tokens,,philosophy,nyaya,5,obscure,8,obscure,Philosophy,Medieval,"['c. 1200', 'c. 1500']",single_attributed,5,obscure,Nyaya,8,obscure,medium,"The Sāmānyadūṣaṇadikprasāritā (Refutation of the General [Definition] Extended in All Directions) by Paṇḍitāśoka is a short philosophical treatise (about 778 words) engaging with Nyāya logic, likely a polemical work challenging specific definitions. It is a very obscure text, known to a handful of specialists in later medieval Nyāya philosophy and manuscript studies.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_prabodhAnandasarasvatI-caitanyacandrAmRta,san,Caitanyacandrāmṛta,Prabodhānandasarasvatī,,corpus_sa_prabodhAnandasarasvatI-caitanyacandrAmRta,,work,,,,4229,whitespace_tokens,,hymn,bhakti|kavya,10,specialist,20,specialist,Stotra,Early Modern,,single_attributed,10,specialist,Stotra,20,specialist,high,"Prabodhānandasarasvatī's Caitanyacandrāmṛta is a Sanskrit stotra in praise of the Bengali saint Caitanya, composed from a Gauḍīya Vaiṣṇava perspective. The poem uses ornate kāvya style to celebrate Caitanya's life and teachings. Its readership is largely confined to specialists in Gauḍīya Vaiṣṇava literature and early modern Sanskrit devotional poetry.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_prabodhAnandasarasvatI-caitanyacandrAmRta,san,Caitanyacandrāmṛta,Prabodhānandasarasvatī,,GRETIL_sa_prabodhAnandasarasvatI-caitanyacandrAmRta,,work,,,,3216,whitespace_tokens,,hymn,bhakti|stotra,8,obscure,15,specialist,Hymn,Early Modern,,single_attributed,8,obscure,Stotra,15,specialist,medium,"Prabodhānandasarasvatī's Caitanyacandrāmṛta is a devotional hymn (stotra) in praise of Caitanya Mahāprabhu, composed in an early modern period. It is an obscure work, mainly of interest to specialists in Gauḍīya Vaiṣṇava devotional literature.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_prAtimokSasUtra-of-the-mUlasarvAstivAdins,san,Prātimokṣasūtra,Prātimokṣasūtra,,corpus_sa_prAtimokSasUtra-of-the-mUlasarvAstivAdins,,work,,,,7363,whitespace_tokens,,ethics,buddhist|buddhist_sutra,25,specialist,30,specialist,Religious Text,Classical,c. 200–500,traditional,25,specialist,Other Sanskrit Literature,30,specialist,high,"The Prātimokṣasūtra (7,363 words) of the Mūlasarvāstivādins is a foundational Buddhist monastic code detailing the rules of conduct for monks and nuns. It is an essential but specialist source for the study of Buddhist monastic discipline.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_jonarAja-and-pseudo-jonarAja-rAjataraGginI,san,Rājataraṅginī,Pseudo-Jonarāja Jonarāja,,corpus_sa_jonarAja-and-pseudo-jonarAja-rAjataraGginI,,work,,,,19804,whitespace_tokens,,history,history,20,specialist,40,common,History,Medieval,,disputed,20,specialist,Other Sanskrit Literature,40,common,medium,"This continuation of Kalhaṇa's Rājataraṅginī by Pseudo-Jonarāja records the later history of Kashmir. Though of disputed authorship, it is a valuable source for medieval Kashmiri political history.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_pArthasArathimizra-zAstradIpikA,san,Śāstradīpikā,Pārthasārathimiśra,,corpus_sa_pArthasArathimizra-zAstradIpikA,,work,,,,34503,whitespace_tokens,,philosophy,mimamsa|bhashya,25,specialist,40,common,Philosophy,Medieval,c. 10th–11th century CE,single_attributed,25,specialist,Sanskrit Philosophy,40,common,high,"The Śāstradīpikā by Pārthasārathimiśra is a 34503-word commentary on the Mīmāṃsā Sūtras of Jaimini. This medieval work is a lucid and systematic exposition of the principles of Vedic exegesis, ritual interpretation, and the philosophy of dharma. It is a standard textbook in the Mīmāṃsā tradition and a key resource for scholars of Indian hermeneutics.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_pArthasArathimizra-zAstradIpikA,san,Śāstradīpikā,Pārthasārathimiśra,,GRETIL_sa_pArthasArathimizra-zAstradIpikA,,work,,,,19021,whitespace_tokens,,philosophy,mimamsa|bhashya,18,specialist,28,specialist,Commentary,Classical,c. 11th c. CE,single_attributed,18,specialist,Sanskrit Philosophy,28,specialist,high,"The Śāstradīpikā ('Lamp on the Teachings') by Pārthasārathimiśra is a major commentary on the Pūrva-Mīmāṃsā Sūtras, particularly the Śābara Bhāṣya. It is a substantial and highly respected work within the Mīmāṃsā tradition, known for its clear exposition and rigorous argumentation. Its length (c. 19,000 words) is typical of a major commentary. However, its readership is almost entirely limited to specialists in Mīmāṃsā and Indian philosophy.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_dcs:dcs_413,san,Aṣṭādhyāyī,Pāṇini,,dcs_413,,work,,,,9346,whitespace_tokens,dcs_scope_hint=Sanskrit Grammar; dcs_subject=Paniniya; dcs_time_slot=epic; dcs_author=Pāṇini; dcs_completed=false,grammar,vyakarana|paniniya,95,canonical,95,canonical,Grammar,Epic,c. 5th–4th century BCE,single_attributed,95,canonical,Sanskrit Grammar,95,canonical,high,"Pāṇini's Aṣṭādhyāyī is the foundational text of Sanskrit grammar and one of the most remarkable intellectual achievements of ancient India. Composed as a set of approximately 4,000 sūtras, it provides a complete and generative description of Sanskrit phonology, morphology, and syntax. Its influence extends far beyond linguistics to the very structure of Sanskrit intellectual traditions. The Aṣṭādhyāyī is a canonical work in the global study of language and is essential for any serious engagement with Sanskrit.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_raghunAthadAsagosvAmin-muktAcarita,san,Muktācarita,Raghunāthadāsagosvāmin,,corpus_sa_raghunAthadAsagosvAmin-muktAcarita,,work,,,,18989,whitespace_tokens,,poetry,kavya|bhakti,18,specialist,25,specialist,Poetry,Medieval,c. 16th century,single_attributed,18,specialist,Other Sanskrit Literature,25,specialist,high,"Muktācarita is a narrative poem by the Gaudiya Vaishnava theologian Raghunāthadāsagosvāmin. The work celebrates the life of the female saint Muktādevī, blending kavya style with bhakti devotion. It is of specialist interest both within the broader corpus and within devotional kavya.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_raghunAthadAsagosvAmin-muktAcarita,san,Muktācarita,Raghunāthadāsagosvāmin,,GRETIL_sa_raghunAthadAsagosvAmin-muktAcarita,,work,,,,13321,whitespace_tokens,,biography,bhakti|kavya|hagiography,20,specialist,25,specialist,Biography,Early Modern,,single_attributed,20,specialist,Other Sanskrit Literature,25,specialist,high,"Muktācarita is a poetic hagiography composed by the Gaudiya saint Raghunāthadāsagosvāmin, recounting the life of Krishna Chaitanya. The work is written in Sanskrit kavya style and is an important text within the Gaudiya Vaishnava tradition, though less widely known outside specialist circles.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_apohasiddhi,san,Apohasiddhi,Ratnakīrti,,corpus_sa_apohasiddhi,,work,,,,2895,whitespace_tokens,,philosophy,buddhist|nyaya,20,specialist,35,specialist,Philosophy,Early Medieval,c. 11th century CE,single_attributed,20,specialist,Buddhist Philosophy,35,specialist,high,"The Apohasiddhi ('Establishment of Exclusion') by Ratnakīrti is a seminal text in Buddhist logic and epistemology. It defends the theory of apoha (exclusion), which holds that words refer to concepts by excluding other possibilities, a key doctrine of the Buddhist logico-epistemological tradition (pramāṇa). This work is essential reading for specialists in Buddhist philosophy and the history of Indian logic.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_texts:GRETIL_sa_apohasiddhi,san,Apohasiddhi,Ratnakīrti,,GRETIL_sa_apohasiddhi,,work,,,,1617,whitespace_tokens,,philosophy,buddhist|philosophy,20,specialist,40,specialist,Philosophy,Medieval,,single_attributed,20,specialist,Buddhist Philosophy,40,specialist,high,"Ratnakīrti's Apohasiddhi ('Proof of Exclusion') is a treatise on Buddhist semantics and logic, defending the theory of apoha (exclusion) as the meaning of words. It is a key text in the Buddhist epistemological tradition.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
langnet:reader:sanskrit_json:corpus_sa_ratnAkarazAnti-sAratama,san,Sāratama,Ratnākaraśānti,,corpus_sa_ratnAkarazAnti-sAratama,,work,,,,60598,whitespace_tokens,,philosophy,buddhist|buddhist_abhidharma,20,specialist,35,specialist,Philosophy,Early Medieval,c. 11th century CE,single_attributed,20,specialist,Buddhist Philosophy,35,specialist,high,"The Sāratama by Ratnākaraśānti is a Buddhist philosophical work, likely a commentary or treatise within the Abhidharma or Yogācāra tradition. Ratnākaraśānti was a prominent scholar at the Vikramaśīla monastery and a key figure in late Indian Buddhist scholasticism. This text is of significant interest to specialists in Buddhist philosophy and the history of Indian logic and epistemology.",openai:deepseek/deepseek-v4-flash,reader-classifier-20260517-004811
